hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 0.00000, 2504.81, -30.2673, 2501.15, -150.353, 2501.08, 89.7476, 995.706, -48.3634, 1716.14, -168.661, 1202.52, 71.1178
0, 0.00000, 2506.66, -30.2147, 2502.37, -150.318, 2502.15, 89.7998, 720.022, -48.2683, 1583.74, -168.514, 985.448, 71.0795
0, 0.00000, 2507.27, -30.1858, 2503.69, -150.257, 2504.09, 89.8394, 651.369, -48.2112, 1291.18, -168.509, 761.43, 71.24
0, 0.00000, 2506.8, -30.1864, 2504.24, -150.228, 2504.86, 89.8392, 718.175, -48.2486, 1126.94, -168.558, 732.257, 71.3708
0, 0.00000, 2507.57, -30.1695, 2504.45, -150.223, 2505.09, 89.8588, 612.219, -48.2016, 1128.96, -168.506, 653.092, 71.3364
0, 0.00000, 2507.45, -30.1622, 2504.89, -150.215, 2505.09, 89.8539, 593.927, -48.2525, 1063.75, -168.464, 689.163, 71.348
0, 0.00000, 2507.24, -30.1613, 2505.14, -150.205, 2505.28, 89.8514, 612.893, -48.2619, 1001.97, -168.472, 695.203, 71.3794
0, 0.00000, 2507.09, -30.1549, 2505.52, -150.201, 2505.16, 89.844, 594.509, -48.302, 951.516, -168.436, 747.136, 71.3793
0, 0.00000, 2506.73, -30.1739, 2505, -150.203, 2505.38, 89.8428, 698.778, -48.2994, 981.138, -168.462, 714.495, 71.3676
0, 0.00000, 2507.56, -30.1594, 2504.97, -150.211, 2505.26, 89.8588, 583.448, -48.2303, 1046.25, -168.453, 662.607, 71.3228
0, 0.00000, 2507.05, -30.1643, 2504.91, -150.23, 2504.3, 89.8314, 596.506, -48.269, 1099.42, -168.428, 827.306, 71.2971
0, 0.00000, 2506.94, -30.1971, 2503.26, -150.279, 2503.35, 89.8215, 685.218, -48.2129, 1387.97, -168.507, 860.598, 71.1895
0, 0.00000, 2503.86, -30.2892, 2501.5, -150.291, 2503.41, 89.7653, 1239.55, -48.3937, 1423.68, -168.676, 990.357, 71.2434
0, 0.00000, 2504.48, -30.2721, 2500.9, -150.382, 2499.86, 89.721, 988.822, -48.4604, 1826.65, -168.514, 1371.22, 70.9687
0, 0.00000, 2500.5, -30.4118, 2496.52, -150.528, 2495.54, 89.5844, 1595.39, -48.4348, 2493.08, -168.938, 1997.45, 70.8279
0, 0.00000, 2503.32, -30.3748, 2495.77, -150.577, 2494.65, 89.6347, 1229.95, -48.3757, 2846.39, -168.742, 1837.55, 70.6823
0, 0.00000, 2498.76, -30.4263, 2496.64, -150.565, 2493.28, 89.508, 1680.2, -48.6739, 2548.9, -168.803, 2434.91, 70.6934
0, 0.00000, 2501.66, -30.4848, 2492.55, -150.575, 2496.77, 89.6531, 1832.81, -48.123, 2984.54, -169.169, 1502.41, 70.5577
0, 0.00000, 2501.38, -30.4476, 2494.3, -150.558, 2496.13, 89.6267, 1690.58, -48.3493, 2791.65, -169.031, 1710.98, 70.6791
0, 0.00000, 2504.28, -30.3663, 2495.39, -150.59, 2494.59, 89.6589, 1138.32, -48.306, 2956.74, -168.612, 1733.21, 70.2449
0, 0.00000, 2502.37, -30.3957, 2496.14, -150.512, 2497.04, 89.6533, 1469.3, -48.3781, 2543.06, -168.898, 1623.73, 70.7754
0, 0.00000, 2502.71, -30.3649, 2497.51, -150.472, 2497.87, 89.6677, 1369.21, -48.3556, 2315.33, -168.829, 1568.91, 70.7479
0, 0.00000, 2503.4, -30.3428, 2497.72, -150.498, 2496.75, 89.6626, 1197.81, -48.3506, 2422.6, -168.638, 1669.86, 70.5913
0, 0.00000, 2503.07, -30.3744, 2496.42, -150.525, 2496.41, 89.6568, 1320.06, -48.2428, 2595.8, -168.823, 1665.29, 70.5832
0, 0.00000, 2501.91, -30.385, 2497.03, -150.493, 2497.12, 89.6399, 1465.74, -48.3958, 2389.45, -168.885, 1703.99, 70.808
0, 0.00000, 2503.46, -30.3401, 2497.88, -150.488, 2497.08, 89.6682, 1194.94, -48.3593, 2380.52, -168.661, 1633.95, 70.7059
0, 0.00000, 2501.87, -30.3382, 2498.81, -150.497, 2495.51, 89.6024, 1236.87, -48.6526, 2282.8, -168.519, 2019.09, 70.6702
0, 0.00000, 2501.48, -30.3713, 2497.64, -150.512, 2495.65, 89.6028, 1390.54, -48.5482, 2399.72, -168.657, 1961.57, 70.6252
0, 0.00000, 2502.33, -30.3846, 2496.64, -150.507, 2496.86, 89.6471, 1426.15, -48.3775, 2486.48, -168.853, 1678.56, 70.6892
0, 0.00000, 2502.4, -30.3758, 2496.72, -150.531, 2495.71, 89.6284, 1342.37, -48.2898, 2570.97, -168.815, 1829.94, 70.635
0, 0.00000, 2501.5, -30.3935, 2496.34, -150.555, 2494.71, 89.5941, 1428.83, -48.6032, 2650.97, -168.737, 2005.47, 70.6676
0, 0.00000, 2500.87, -30.4254, 2495.39, -150.566, 2494.75, 89.5866, 1592.76, -48.4974, 2727.97, -168.833, 1993.55, 70.5651
0, 0.00000, 2500.08, -30.4581, 2493.98, -150.629, 2492.73, 89.5435, 1685.61, -48.4458, 3018.37, -168.916, 2234.87, 70.402
0, 0.00000, 2499.76, -30.5302, 2490.06, -150.765, 2489.43, 89.5031, 1837.77, -48.2291, 3766.38, -169.093, 2455.3, 70.0724
0, 0.00000, 2498.22, -30.5654, 2489.25, -150.805, 2487.86, 89.4483, 2014.48, -48.4961, 3903.92, -168.993, 2725.13, 70.0027
0, 0.00000, 2497.2, -30.551, 2490.56, -150.79, 2487.24, 89.4089, 2010.72, -48.6994, 3719.65, -168.863, 2960.76, 70.0335
0, 0.00000, 2497.77, -30.5302, 2491.45, -150.745, 2488.77, 89.441, 1950.72, -48.5885, 3517.03, -168.963, 2779.56, 70.2084
0, 0.00000, 2498.85, -30.5396, 2489.85, -150.806, 2487.53, 89.452, 1857.52, -48.5048, 3895.52, -169.019, 2759.66, 70.1569
