hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
0, 0.00000, 239.776, -30.1245, 239.898, -150.085, 239.935, 89.8786, 0, 0, 63.1698, 131.654, 33.5689, 11.6569, 49.3841, -107.742, 25.1359, -16.0419
0, 0.00000, 239.812, -30.115, 239.904, -150.092, 239.907, 89.8813, 0, 0, 56.0032, 131.646, 37.4463, 11.734, 50.612, -107.818, 16.0899, -4.56297
0, 0.00000, 239.835, -30.1097, 239.922, -150.077, 239.963, 89.8961, 0, 0, 54.8633, 131.704, 31.5679, 11.6549, 42.0826, -107.793, 19.8224, -21.5096
0, 0.00000, 239.811, -30.1139, 239.93, -150.068, 239.99, 89.8951, 0, 0, 59.221, 131.724, 26.7471, 11.5778, 40.9094, -107.715, 27.762, -22.444
0, 0.00000, 239.891, -30.0879, 239.977, -150.066, 239.981, 89.9091, 0, 0, 43.8117, 131.676, 26.0456, 11.7154, 38.4317, -107.87, 15.4877, -5.31488
0, 0.00000, 239.935, -30.07, 240.021, -150.059, 239.989, 89.9184, 0, 0, 34.4804, 131.615, 22.0728, 11.7865, 36.3479, -107.884, 13.1768, 19.0667
0, 0.00000, 239.92, -30.0696, 240.035, -150.055, 239.988, 89.9139, 0, 0, 35.4046, 131.647, 19.1508, 11.7567, 38.6931, -107.945, 17.9035, 21.1252
0, 0.00000, 239.94, -30.0766, 240.008, -150.043, 240.068, 89.9349, 0, 0, 40.087, 131.819, 17.3536, 11.6206, 24.2066, -107.942, 20.0594, -31.0327
0, 0.00000, 239.987, -30.0535, 240.073, -150.031, 240.079, 89.9442, 0, 0, 28.7487, 131.716, 10.524, 11.7255, 22.7976, -107.947, 15.9654, -6.87143
0, 0.00000, 240.028, -30.0458, 240.071, -150.036, 240.067, 89.9513, 0, 0, 22.5491, 131.736, 14.3532, 11.7803, 21.0178, -108.043, 7.47345, 1.74303
0, 0.00000, 240.034, -30.0361, 240.11, -150.029, 240.072, 89.9515, 0, 0, 18.7171, 131.689, 9.10312, 11.7958, 22.2945, -108.043, 11.7381, 27.1695
0, 0.00000, 240.073, -30.0363, 240.083, -150.031, 240.093, 89.9657, 0, 0, 17.0404, 131.786, 13.5007, 11.7897, 14.3968, -108.123, 3.1662, -34.2465
0, 0.00000, 240.091, -30.0289, 240.108, -150.02, 240.125, 89.9744, 0, 0, 14.3779, 131.792, 8.5452, 11.7777, 10.0735, -108.125, 5.22288, -33.5987
0, 0.00000, 240.085, -30.0371, 240.073, -150.03, 240.108, 89.9718, 0, 0, 17.0849, 131.83, 14.4195, 11.7764, 10.7219, -108.154, 5.51997, -83.5605
0, 0.00000, 240.088, -30.0326, 240.094, -150.023, 240.121, 89.9738, 0, 0, 15.8539, 131.818, 10.5634, 11.7578, 9.91936, -108.116, 5.62078, -53.8789
0, 0.00000, 240.097, -30.0297, 240.094, -150.028, 240.102, 89.9724, 0, 0, 13.2947, 131.797, 12.6844, 11.8034, 11.807, -108.143, 1.29165, -84.6165
0, 0.00000, 240.095, -30.0279, 240.107, -150.023, 240.116, 89.9737, 0, 0, 13.3589, 131.786, 9.72663, 11.79, 10.9433, -108.121, 3.18533, -29.071
0, 0.00000, 240.073, -30.0327, 240.106, -150.02, 240.124, 89.9703, 0, 0, 17.0036, 131.784, 7.83826, 11.7499, 11.5484, -108.059, 7.95117, -24.4863
0, 0.00000, 240.074, -30.0336, 240.1, -150.023, 240.116, 89.9693, 0, 0, 16.986, 131.792, 9.26414, 11.7525, 12.1999, -108.079, 6.71991, -26.0734
0, 0.00000, 240.073, -30.0301, 240.112, -150.023, 240.103, 89.966, 0, 0, 15.1446, 131.738, 8.70602, 11.7972, 14.8647, -108.079, 6.26167, 9.6544
0, 0.00000, 240.015, -30.044, 240.094, -150.027, 240.087, 89.9508, 0, 0, 23.6322, 131.691, 8.7759, 11.7484, 20.7537, -107.92, 13.5153, 1.32723
0, 0.00000, 239.977, -30.0483, 240.097, -150.033, 240.051, 89.9351, 0, 0, 26.2877, 131.602, 8.95819, 11.7679, 29.1703, -107.861, 18.7158, 19.6056
0, 0.00000, 239.976, -30.0519, 240.083, -150.035, 240.053, 89.9361, 0, 0, 27.7842, 131.628, 10.6717, 11.7541, 28.0579, -107.858, 17.0342, 12.7659
0, 0.00000, 239.973, -30.0581, 240.054, -150.043, 240.038, 89.9344, 0, 0, 29.6, 131.664, 15.7271, 11.7507, 28.487, -107.876, 13.1468, 7.85157
0, 0.00000, 240.034, -30.0646, 239.957, -150.082, 239.96, 89.9393, 0, 0, 24.3674, 131.747, 39.522, 11.8519, 28.0195, -108.15, 13.7306, 178.632
0, 0.00000, 239.929, -30.0667, 240.002, -150.098, 239.833, 89.8889, 0, 0, 26.9363, 131.408, 37.4769, 11.992, 57.2742, -107.974, 26.5152, 92.5266
0, 0.00000, 239.911, -30.0678, 240.016, -150.09, 239.851, 89.887, 0, 0, 29.3808, 131.363, 32.8901, 11.9939, 57.3474, -107.882, 26.145, 79.3032
0, 0.00000, 239.901, -30.0841, 239.978, -150.052, 240.027, 89.9245, 0, 0, 43.9504, 130.572, 21.419, 9.27295, 29.8396, -109.528, 19.4782, -26.5703
0, 0.00000, 239.943, -30.0483, 240.032, -150.011, 240.089, 89.9616, 0, 0, 32.1117, 123.181, 7.35104, -28.9193, 16.0516, -124.882, 22.7151, -26.551
0, 0.00000, 239.925, -30.0339, 240.014, -149.996, 240.073, 89.9765, 0, 0, 29.805, 113.849, 9.24759, -66.1198, 14.4875, -146.043, 22.9743, -27.7911
0, 0.00000, 240.022, -29.9945, 240.072, -149.979, 240.082, 90.0059, 0, 0, 13.5988, 78.2812, 11.416, -96.2102, 11.3039, 178.11, 10.0468, -13.4634
0, 0.00000, 239.954, -29.9902, 240.09, -149.98, 240.01, 89.9845, 0, 0, 15.4459, 76.2007, 14.4593, -107.379, 21.4384, -143.99, 21.2884, 32.3889
0, 0.00000, 239.986, -29.992, 240.11, -149.965, 240.1, 90.0002, 0, 0, 15.4807, 85.0009, 17.1293, -127.704, 12.4455, -171.08, 21.422, 0.161293
0, 0.00000, 239.992, -29.9903, 240.13, -149.985, 240.03, 89.9796, 0, 0, 11.3424, 73.816, 11.9337, -115.308, 20.8346, -135.172, 22.1838, 41.1008
0, 0.00000, 239.974, -29.9989, 240.086, -149.962, 240.119, 90.0043, 0, 0, 18.9018, 93.9765, 17.1361, -126.042, 11.6644, 171.255, 23.9019, -16.4628
0, 0.00000, 240.053, -29.9765, 240.095, -149.948, 240.158, 90.0371, 0, 0, 13.6029, 55.7732, 19.5895, -126.034, 17.8015, 119.566, 16.6958, -40.7081
0, 0.00000, 239.953, -30.0324, 240.047, -150.015, 240.029, 89.9593, 0, 0, 23.9771, 116.425, 9.29105, -30.8738, 22.4136, -124.247, 15.4179, 6.79141
0, 0.00000, 239.872, -30.0974, 239.939, -150.073, 239.969, 89.907, 0, 0, 48.2264, 131.266, 30.457, 10.9638, 38.531, -108.629, 15.2532, -21.2567
0, 0.00000, 239.775, -30.1018, 239.978, -150.089, 239.851, 89.8583, 0, 0, 51.4485, 131.525, 29.3685, 11.8146, 66.1193, -107.903, 31.5901, 35.5947
0, 0.00000, 239.808, -30.1237, 239.876, -150.091, 239.932, 89.8868, 0, 0, 60.6402, 131.785, 38.7231, 11.6392, 45.6842, -107.951, 19.1256, -30.0206
0, 0.00000, 239.754, -30.1567, 239.736, -150.151, 239.774, 89.853, 0, 0, 69.5425, 131.741, 68.0438, 11.7674, 63.0692, -107.974, 5.838, -98.3904
0, 0.00000, 239.662, -30.1769, 239.713, -150.158, 239.74, 89.8262, 0, 0, 81.7282, 131.627, 68.4473, 11.6715, 74.3122, -107.702, 10.6902, -22.8098
0, 0.00000, 239.616, -30.1799, 239.755, -150.132, 239.808, 89.8261, 0, 0, 89.0257, 131.605, 54.0358, 11.5947, 71.3149, -107.622, 29.336, -18.8138
0, 0.00000, 239.647, -30.1612, 239.81, -150.124, 239.804, 89.8295, 0, 0, 79.809, 131.538, 48.8343, 11.6614, 72.7046, -107.632, 27.1206, -0.677118
0, 0.00000, 239.632, -30.1542, 239.846, -150.123, 239.777, 89.8189, 0, 0, 77.2462, 131.553, 44.9362, 11.6621, 80.0814, -107.761, 33.0165, 16.4947
0, 0.00000, 239.64, -30.1463, 239.89, -150.101, 239.84, 89.8302, 0, 0, 76.5048, 131.551, 34.159, 11.6036, 73.3525, -107.682, 39.9812, 8.28694
0, 0.00000, 239.729, -30.1183, 239.935, -150.101, 239.822, 89.8448, 0, 0, 59.3053, 131.483, 34.9462, 11.7493, 71.2582, -107.777, 31.3955, 31.3014
