hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
0, 0.00000, 5.76659, 3.31724, 5.01295, 1.07104, 7.33662, 1.53767, 0, 0
0, 0.00000, 5.4538, 3.03678, 5.07734, 1.01185, 7.02009, 1.69494, 0, 0
0, 0.00000, 4.5852, 2.96015, 3.34517, 0.76869, 5.86489, 0.787748, 0, 0
0, 0.00000, 4.80219, 1.80617, 4.15356, 1.55224, 4.69866, 1.1172, 0, 0
0, 0.00000, 3.85101, 1.85217, 3.43364, 0.949057, 4.42498, 1.03818, 0, 0
0, 0.00000, 4.13192, 1.65628, 4.12497, 1.15002, 4.56693, 1.3965, 0, 0
0, 0.00000, 3.1024, 1.5757, 3.33828, 0.586443, 4.0769, 1.28434, 0, 0
0, 0.00000, 2.99862, 1.37258, 3.06277, 0.704422, 3.60932, 1.09343, 0, 0
0, 0.00000, 2.666, 1.14321, 3.09856, 0.600264, 3.35214, 1.24584, 0, 0
0, 0.00000, 2.64994, 1.39168, 3.10896, 0.415902, 3.72415, 1.30041, 0, 0
0, 0.00000, 2.52021, 1.19292, 2.59904, 0.560586, 3.10721, 0.944515, 0, 0
0, 0.00000, 2.21545, 1.26218, 2.57769, 0.285467, 3.24221, 1.08677, 0, 0
0, 0.00000, 2.07208, 0.974882, 2.71274, 0.344272, 2.9381, 1.21391, 0, 0
0, 0.00000, 2.21263, 1.2355, 2.94687, 0.223736, 3.45542, 1.36461, 0, 0
0, 0.00000, 2.24138, 1.20889, 3.27109, 0.195092, 3.63337, 1.5928, 0, 0
0, 0.00000, 2.92856, 1.56617, 4.57385, 0.198252, 4.93402, 2.30531, 0, 0
0, 0.00000, 4.12415, 2.32278, 4.64268, 0.577612, 5.89423, 1.89676, 0, 0
0, 0.00000, 4.15584, 2.53769, 3.51569, 0.692736, 5.4345, 1.05857, 0, 0
0, 0.00000, 5.90002, 3.61577, 5.28378, 0.905052, 7.94093, 1.72186, 0, 0
0, 0.00000, 9.75437, 2.07121, 6.60977, 4.6144, 5.98593, 0.625405, 0, 0
0, 0.00000, 8.73699, 2.12371, 7.19588, 3.68063, 6.62118, 1.57111, 0, 0
0, 0.00000, 3.2359, 2.86725, 2.24483, 1.65982, 3.78736, 1.40441, 0, 0
0, 0.00000, -3.64388, 3.57118, -4.72132, 1.27252, -2.19094, 1.49143, 0, 0
0, 0.00000, -10.092, 3.94047, -10.5757, 1.46616, -8.18892, 2.29087, 0, 0
0, 0.00000, -4.90888, 4.45195, -4.81213, 0.784534, -1.68085, 2.70499, 0, 0
0, 0.00000, 3.84826, 5.22674, 1.7982, 1.88913, 5.71793, 1.77962, 0, 0
0, 0.00000, 2.34779, 4.2569, 2.45167, 1.02172, 5.20294, 2.72579, 0, 0
0, 0.00000, 2.9792, 4.27606, 6.23871, 0.411789, 7.95176, 5.15845, 0, 0
0, 0.00000, 6.75271, 4.56857, 10.07, 1.56001, 11.0092, 5.92745, 0, 0
0, 0.00000, 4.38065, 3.46798, 8.34027, 0.171857, 9.20754, 5.24084, 0, 0
0, 0.00000, 4.02775, 3.22038, 6.64475, 0.179377, 7.96583, 3.96014, 0, 0
0, 0.00000, 5.19246, 3.58982, 6.4867, 0.547394, 8.47251, 3.18329, 0, 0
0, 0.00000, 6.2259, 3.50634, 8.84997, 0.46205, 10.1686, 4.24893, 0, 0
0, 0.00000, 7.52929, 3.88202, 12.826, 0.316431, 13.2493, 6.6737, 0, 0
0, 0.00000, 11.5451, 4.44625, 12.1799, 3.16716, 12.9683, 4.35183, 0, 0
0, 0.00000, 13.3176, 7.96995, 12.8145, 1.95576, 18.2785, 4.50175, 0, 0
0, 0.00000, 14.7826, 7.88562, 16.183, 2.40358, 20.2254, 6.33005, 0, 0
0, 0.00000, 12.7557, 7.10684, 13.9557, 1.87203, 17.8857, 5.50594, 0, 0
0, 0.00000, 15.7214, 9.25719, 12.2483, 3.01825, 19.4057, 3.10274, 0, 0
0, 0.00000, 15.104, 9.55505, 11.687, 2.4796, 19.5404, 3.02784, 0, 0
0, 0.00000, 11.2845, 4.10921, 11.6034, 3.32362, 12.1234, 3.98987, 0, 0
0, 0.00000, 9.9426, 4.95928, 10.2153, 2.01317, 12.6302, 3.7131, 0, 0
0, 0.00000, 10.3754, 5.58333, 9.78196, 2.00893, 13.1769, 3.27091, 0, 0
0, 0.00000, 10.2398, 4.72781, 10.3124, 2.37701, 12.3123, 3.60792, 0, 0
0, 0.00000, 9.34422, 4.77891, 8.60993, 2.02499, 11.3647, 2.75846, 0, 0
0, 0.00000, 9.09458, 5.36789, 8.00172, 1.55753, 11.8518, 2.50593, 0, 0
0, 0.00000, 7.5732, 3.79358, 7.61121, 1.5671, 9.52069, 2.708, 0, 0
0, 0.00000, 6.16978, 2.94247, 6.96561, 1.21688, 8.06074, 2.76528, 0, 0
0, 0.00000, 5.86071, 3.12097, 7.01375, 0.853035, 8.39931, 2.98079, 0, 0
0, 0.00000, 6.06158, 3.65051, 4.87993, 1.09409, 7.68712, 1.34456, 0, 0
0, 0.00000, 4.08072, 2.67575, 4.06221, 0.426714, 6.01943, 1.53217, 0, 0
0, 0.00000, 4.02916, 1.92411, 4.17664, 0.877827, 5.00891, 1.52735, 0, 0
0, 0.00000, 2.96139, 1.6786, 3.86516, 0.298513, 4.60759, 1.76967, 0, 0
0, 0.00000, 3.40663, 1.37754, 3.20075, 0.983451, 3.64521, 1.00182, 0, 0
0, 0.00000, 2.48838, 1.24364, 2.15623, 0.595659, 2.88374, 0.631551, 0, 0
0, 0.00000, 3.53688, 1.35523, 2.78688, 1.18475, 3.31023, 0.620364, 0, 0
0, 0.00000, 2.89948, 1.33858, 2.32129, 0.80872, 3.06975, 0.57254, 0, 0
0, 0.00000, 2.95004, 1.01331, 2.77442, 0.973642, 2.89673, 0.841358, 0, 0
0, 0.00000, 2.55439, 1.10469, 2.38356, 0.692547, 2.82605, 0.750376, 0, 0
0, 0.00000, 2.63487, 1.5356, 2.29027, 0.478959, 3.37799, 0.708031, 0, 0
0, 0.00000, 2.82702, 1.49309, 2.51043, 0.608126, 3.43545, 0.775715, 0, 0
0, 0.00000, 2.57948, 1.31917, 2.82109, 0.473197, 3.43276, 1.1047, 0, 0
0, 0.00000, 3.3704, 2.19702, 3.62392, 0.303829, 5.13657, 1.46776, 0, 0
0, 0.00000, 3.63561, 2.46974, 4.78108, 0.0726496, 6.28292, 2.25972, 0, 0
0, 0.00000, 4.00724, 2.57513, 4.78824, 0.282327, 6.38248, 2.10169, 0, 0
0, 0.00000, 4.86247, 2.61775, 5.31317, 0.793141, 6.66746, 2.09278, 0, 0
0, 0.00000, 7.61108, 1.38651, 7.45658, 3.27437, 5.89894, 2.20044, 0, 0
0, 0.00000, 7.55157, 1.71274, 11.2395, 2.18788, 8.97419, 5.14475, 0, 0
0, 0.00000, 7.15137, 2.10176, 10.8218, 1.70218, 9.32312, 5.07894, 0, 0
0, 0.00000, 6.89269, 4.141, 5.94752, 1.5417, 8.67366, 2.01762, 0, 0
0, 0.00000, 3.32807, 4.21554, 2.23673, 1.20784, 5.38955, 1.7636, 0, 0
0, 0.00000, 2.1891, 4.94834, 1.04887, 1.91736, 4.24687, 2.4435, 0, 0
0, 0.00000, -0.554705, 3.41851, -0.710131, 2.02066, 0.579188, 2.58493, 0, 0
0, 0.00000, -1.11042, 3.99109, 0.75929, 1.64646, 1.85629, 4.43556, 0, 0
0, 0.00000, -1.64043, 4.01511, -1.26975, 1.02412, 1.13738, 2.84032, 0, 0
0, 0.00000, -1.14617, 3.0051, 1.13903, 0.891406, 1.82756, 3.92511, 0, 0
0, 0.00000, -1.21718, 4.53297, -1.77683, 1.25683, 1.34272, 2.41054, 0, 0
0, 0.00000, -2.65974, 3.75327, -3.9525, 1.84013, -1.64845, 1.67929, 0, 0
0, 0.00000, 2.58469, 3.63573, 3.07938, 1.51682, 4.66757, 3.00214, 0, 0
0, 0.00000, 8.55352, 4.20968, 8.00424, 2.12551, 10.0857, 2.68669, 0, 0
0, 0.00000, 8.71211, 4.49279, 11.6749, 1.09304, 13.1291, 5.34721, 0, 0
0, 0.00000, 10.8567, 5.16483, 9.75916, 2.67512, 12.4681, 2.96185, 0, 0
0, 0.00000, 15.6468, 5.22967, 14.8292, 5.17776, 15.2866, 4.49565, 0, 0
0, 0.00000, 16.8109, 6.50159, 16.3674, 4.85053, 18.0218, 5.28409, 0, 0
0, 0.00000, 15.5254, 7.67908, 14.6248, 3.44958, 18.7436, 4.76485, 0, 0
0, 0.00000, 13.9612, 6.87812, 14.3409, 2.86718, 17.6242, 5.18374, 0, 0
0, 0.00000, 13.1991, 6.72292, 14.9855, 2.26611, 17.9456, 6.02138, 0, 0
0, 0.00000, 11.6694, 6.95838, 13.0758, 1.34581, 17.2292, 5.3472, 0, 0
0, 0.00000, 10.1867, 5.15427, 12.8774, 1.49782, 14.6899, 5.64244, 0, 0
0, 0.00000, 10.5251, 6.21529, 12.0171, 1.20527, 15.6058, 4.98371, 0, 0
0, 0.00000, 9.64826, 5.00068, 12.2421, 1.32965, 14.1164, 5.39827, 0, 0
0, 0.00000, 8.77201, 4.4577, 10.1115, 1.4927, 12.0062, 4.12618, 0, 0
0, 0.00000, 10.5298, 5.57638, 10.1095, 2.06639, 13.3616, 3.44601, 0, 0
0, 0.00000, 8.12584, 5.02462, 8.04474, 1.04898, 11.5293, 2.95606, 0, 0
0, 0.00000, 6.65966, 3.7232, 7.46381, 0.946775, 9.46482, 3.02501, 0, 0
0, 0.00000, 5.89765, 3.38043, 6.22611, 0.864662, 8.24031, 2.40206, 0, 0
0, 0.00000, 6.08468, 3.44787, 5.25969, 1.16737, 7.64895, 1.58912, 0, 0
0, 0.00000, 4.94709, 3.27227, 4.23838, 0.638426, 6.87509, 1.33763, 0, 0
0, 0.00000, 4.46258, 2.75156, 3.08408, 0.87019, 5.40452, 0.614849, 0, 0
0, 0.00000, 3.98809, 2.42325, 2.89299, 0.774679, 4.8696, 0.648818, 0, 0
0, 0.00000, 3.54056, 1.87051, 2.78441, 0.835834, 4.05937, 0.697357, 0, 0
0, 0.00000, 3.51438, 1.23703, 2.85584, 1.23341, 3.18885, 0.664939, 0, 0
0, 0.00000, 2.30531, 1.10348, 2.30991, 0.519214, 2.81363, 0.814915, 0, 0
0, 0.00000, 3.11537, 1.26704, 2.73352, 0.93494, 3.2124, 0.770031, 0, 0
0, 0.00000, 2.40479, 1.28639, 2.32639, 0.466364, 3.07586, 0.807875, 0, 0
0, 0.00000, 2.62591, 1.19011, 2.35928, 0.693479, 2.92292, 0.710531, 0, 0
0, 0.00000, 2.15981, 1.1967, 2.48831, 0.306568, 3.09475, 1.03544, 0, 0
0, 0.00000, 2.34915, 1.24219, 2.6918, 0.376944, 3.26957, 1.10561, 0, 0
0, 0.00000, 2.54624, 1.31525, 2.70189, 0.474821, 3.35182, 1.02913, 0, 0
0, 0.00000, 3.181, 2.13283, 3.093, 0.317559, 4.7093, 1.14708, 0, 0
0, 0.00000, 3.496, 2.64001, 4.12456, -0.00733493, 6.10237, 1.85716, 0, 0
0, 0.00000, 5.67308, 2.15002, 7.53592, 1.25946, 7.37222, 3.316, 0, 0
0, 0.00000, 4.42577, 2.20042, 5.04492, 0.806432, 5.94181, 2.03751, 0, 0
0, 0.00000, 6.69719, 3.22676, 7.60038, 1.28396, 8.8296, 3.03311, 0, 0
0, 0.00000, 7.40652, 3.48381, 7.14663, 1.75335, 8.77605, 2.3897, 0, 0
0, 0.00000, 6.90046, 4.61788, 5.49909, 0.937811, 9.39028, 1.55676, 0, 0
0, 0.00000, 6.90052, 3.84713, 5.18124, 1.53308, 8.04853, 1.19695, 0, 0
0, 0.00000, -1.108, 2.29079, 1.09602, 2.21579, 0.0585868, 4.16034, 0, 0
0, 0.00000, -4.82403, 4.79978, -6.36606, 1.49397, -2.73036, 1.81648, 0, 0
0, 0.00000, -9.69606, 2.81384, -7.67871, 0.748934, -6.89272, 3.53022, 0, 0
0, 0.00000, -12.3592, 2.30574, -13.4655, 1.77675, -12.4571, 1.08626, 0, 0
0, 0.00000, -14.9717, 2.46249, -14.793, 1.37584, -13.939, 2.07771, 0, 0
0, 0.00000, -11.9037, 2.16607, -10.2706, 0.726914, -9.83467, 2.86268, 0, 0
0, 0.00000, -6.50985, 3.40605, -6.46341, 0.699692, -4.14028, 2.09676, 0, 0
0, 0.00000, -7.06977, 3.05994, -7.44414, 0.96052, -5.43743, 1.6898, 0, 0
0, 0.00000, -6.60087, 3.3026, -7.265, 1.18497, -5.098, 1.67252, 0, 0
0, 0.00000, 0.445963, 4.06112, 0.130738, 0.942347, 2.99118, 2.22744, 0, 0
0, 0.00000, 5.53969, 3.66078, 4.73181, 1.09358, 7.36085, 1.67332, 0, 0
0, 0.00000, 8.16528, 3.20158, 7.81158, 2.38483, 8.69673, 2.48503, 0, 0
0, 0.00000, 10.0364, 3.21548, 10.18, 3.29155, 10.0419, 3.37803, 0, 0
0, 0.00000, 15.1681, 4.73325, 14.793, 5.1745, 14.5999, 4.63108, 0, 0
0, 0.00000, 16.1568, 8.38673, 11.9017, 4.02816, 17.824, 2.50456, 0, 0
0, 0.00000, 13.4371, 8.89174, 11.1745, 1.75182, 18.5005, 3.3335, 0, 0
0, 0.00000, 11.724, 5.695, 12.2644, 2.42632, 14.8239, 4.51639, 0, 0
0, 0.00000, 11.1515, 5.36997, 12.1712, 2.24559, 14.3643, 4.67937, 0, 0
0, 0.00000, 10.4627, 4.43025, 11.1004, 2.59363, 12.3705, 4.05814, 0, 0
0, 0.00000, 9.80912, 4.57544, 11.3903, 1.92964, 12.8865, 4.61293, 0, 0
0, 0.00000, 10.6316, 5.57947, 11.6768, 1.79883, 14.4256, 4.58078, 0, 0
0, 0.00000, 11.0757, 5.99691, 12.2597, 1.72486, 15.3642, 4.87022, 0, 0
0, 0.00000, 10.4991, 6.367, 10.4142, 1.42334, 14.7395, 3.80474, 0, 0
0, 0.00000, 16.4791, 7.29064, 11.8507, 5.04212, 16.1326, 2.14981, 0, 0
0, 0.00000, 9.14529, 4.6425, 8.84333, 1.92167, 11.352, 3.01301, 0, 0
0, 0.00000, 7.24545, 3.31367, 7.20878, 1.7337, 8.59574, 2.48846, 0, 0
0, 0.00000, 5.79971, 2.37397, 5.67322, 1.60021, 6.40688, 1.87625, 0, 0
0, 0.00000, 4.32215, 1.73, 3.88009, 1.29617, 4.4774, 1.12976, 0, 0
0, 0.00000, 4.45263, 1.50474, 3.79442, 1.56732, 4.0701, 0.966132, 0, 0
0, 0.00000, 4.14276, 1.29905, 3.91726, 1.44623, 3.90279, 1.17754, 0, 0
0, 0.00000, 3.97022, 1.47212, 3.12922, 1.36282, 3.64525, 0.689097, 0, 0
0, 0.00000, 4.19236, 1.40802, 3.07043, 1.58763, 3.47698, 0.526471, 0, 0
0, 0.00000, 3.9006, 1.26084, 3.59031, 1.35692, 3.66257, 1.04028, 0, 0
0, 0.00000, 3.49277, 1.37608, 3.11876, 1.06706, 3.57377, 0.897398, 0, 0
0, 0.00000, 3.75631, 1.36574, 2.92245, 1.31577, 3.38345, 0.618623, 0, 0
0, 0.00000, 3.45703, 1.35807, 2.8568, 1.10719, 3.37475, 0.712618, 0, 0
0, 0.00000, 3.48646, 1.41585, 3.09384, 1.03967, 3.61635, 0.887404, 0, 0
0, 0.00000, 2.77956, 1.28397, 2.66936, 0.681426, 3.24641, 0.886762, 0, 0
0, 0.00000, 3.20669, 1.75759, 2.70909, 0.674377, 3.89652, 0.784064, 0, 0
0, 0.00000, 3.1823, 1.1674, 5.87822, 0.376534, 5.21157, 3.10537, 0, 0
0, 0.00000, 2.99112, 1.78889, 3.17065, 0.391514, 4.29097, 1.24426, 0, 0
0, 0.00000, 3.23856, 2.12977, 3.66356, 0.243582, 5.08421, 1.55254, 0, 0
0, 0.00000, 4.84558, 3.32052, 4.36352, 0.502057, 7.04647, 1.48949, 0, 0
0, 0.00000, 5.31175, 3.14228, 7.02205, 0.411697, 8.52864, 3.25247, 0, 0
0, 0.00000, 5.92495, 4.04394, 6.39606, 0.39393, 9.32107, 2.61931, 0, 0
0, 0.00000, 5.90272, 3.8095, 8.51117, 0.0774591, 10.4334, 4.19318, 0, 0
0, 0.00000, 9.51626, 4.25579, 9.1003, 2.41823, 10.9012, 2.97168, 0, 0
0, 0.00000, 6.73802, 2.76037, 8.32389, 1.48293, 8.63387, 3.49192, 0, 0
0, 0.00000, 5.7531, 3.16528, 7.20846, 0.689182, 8.62251, 3.18229, 0, 0
0, 0.00000, 4.38116, 3.61539, 3.45621, 1.8531, 5.44674, 1.9312, 0, 0
0, 0.00000, -0.732348, 3.76905, -1.68196, 0.927811, 1.2551, 1.52649, 0, 0
0, 0.00000, 4.19052, 3.6596, 1.40269, 2.95129, 3.41302, 0.89173, 0, 0
0, 0.00000, 4.37769, 2.06084, 4.28512, 2.32988, 4.09844, 2.11556, 0, 0
0, 0.00000, -1.83151, 2.11698, -0.72327, 1.16237, -0.449968, 2.59892, 0, 0
0, 0.00000, -6.83778, 2.24514, -6.43727, 1.05908, -5.60869, 2.00045, 0, 0
0, 0.00000, -2.77326, 2.50801, -2.97388, 1.2883, -1.81658, 1.7252, 0, 0
0, 0.00000, 2.45131, 1.93443, 1.93283, 2.70945, 1.52088, 1.87367, 0, 0
0, 0.00000, 3.63674, 3.28481, 2.98699, 1.2611, 5.06581, 1.70808, 0, 0
0, 0.00000, 6.73449, 2.23348, 8.85618, 2.0141, 7.98057, 3.9603, 0, 0
0, 0.00000, 7.89586, 2.99538, 8.72277, 2.1202, 9.06537, 3.27162, 0, 0
0, 0.00000, 9.7199, 3.59062, 10.6673, 2.68246, 10.9774, 3.95405, 0, 0
0, 0.00000, 11.3381, 5.02061, 12.817, 2.47577, 14.2767, 5.01924, 0, 0
0, 0.00000, 14.3049, 7.44919, 11.1832, 3.41315, 16.253, 2.71238, 0, 0
0, 0.00000, 14.2328, 8.38514, 11.4951, 2.62898, 17.862, 3.11294, 0, 0
0, 0.00000, 12.127, 6.35905, 11.4011, 2.4535, 15.1501, 3.76335, 0, 0
0, 0.00000, 15.063, 6.23939, 11.889, 4.66477, 14.8528, 2.69781, 0, 0
0, 0.00000, 11.2732, 4.98187, 10.4595, 2.95582, 12.6241, 3.25762, 0, 0
0, 0.00000, 10.5005, 6.00761, 8.42682, 2.09683, 12.8577, 2.24488, 0, 0
0, 0.00000, 9.82835, 5.4339, 8.77518, 1.90825, 12.3589, 2.74879, 0, 0
0, 0.00000, 10.7661, 4.68198, 9.9777, 2.88331, 11.9325, 3.09443, 0, 0
0, 0.00000, 9.15385, 4.65896, 8.75663, 1.92943, 11.3207, 2.94264, 0, 0
0, 0.00000, 8.6327, 3.91952, 8.63698, 2.06811, 10.2385, 2.99265, 0, 0
0, 0.00000, 9.61998, 5.4454, 6.31799, 2.25678, 10.7394, 0.98393, 0, 0
0, 0.00000, 7.39315, 3.76398, 5.35325, 1.93157, 7.96441, 1.07783, 0, 0
0, 0.00000, 6.74861, 3.67009, 4.43538, 1.69631, 7.30567, 0.676686, 0, 0
0, 0.00000, 4.94912, 2.09445, 3.85732, 1.52912, 4.89429, 0.865616, 0, 0
0, 0.00000, 4.20818, 1.91093, 3.17856, 1.23383, 4.28095, 0.680035, 0, 0
0, 0.00000, 4.68287, 1.88526, 3.11506, 1.62551, 4.12572, 0.397457, 0, 0
0, 0.00000, 4.13928, 2.00284, 2.89885, 1.17649, 4.2361, 0.514631, 0, 0
0, 0.00000, 3.56498, 1.88289, 2.4837, 0.908088, 3.86963, 0.458224, 0, 0
0, 0.00000, 3.36921, 1.82484, 2.49276, 0.797639, 3.82144, 0.551314, 0, 0
0, 0.00000, 3.12696, 1.59938, 2.39383, 0.788445, 3.46336, 0.558352, 0, 0
0, 0.00000, 3.34218, 1.5751, 2.48821, 0.94877, 3.45841, 0.52187, 0, 0
0, 0.00000, 2.78394, 1.33511, 2.32233, 0.722156, 3.08436, 0.628411, 0, 0
0, 0.00000, 2.83041, 1.18628, 2.42504, 0.837759, 2.92988, 0.660709, 0, 0
0, 0.00000, 2.34214, 1.26933, 2.37209, 0.420556, 3.0922, 0.870249, 0, 0
0, 0.00000, 2.34794, 1.2463, 2.25488, 0.465276, 2.9779, 0.774638, 0, 0
0, 0.00000, 2.40963, 1.12035, 3.45229, 0.344514, 3.60196, 1.63463, 0, 0
0, 0.00000, 2.57822, 1.50185, 3.60019, 0.180971, 4.2322, 1.72508, 0, 0
0, 0.00000, 3.393, 1.73176, 4.14111, 0.532743, 4.80465, 1.77865, 0, 0
0, 0.00000, 3.65305, 1.66116, 5.7261, 0.439145, 5.745, 2.84349, 0, 0
0, 0.00000, 4.71469, 2.5591, 5.81433, 0.616844, 6.94495, 2.53692, 0, 0
0, 0.00000, 6.14665, 3.33052, 6.09125, 1.11852, 8.03501, 2.17227, 0, 0
0, 0.00000, 7.10684, 3.38496, 5.40109, 1.95656, 7.49445, 1.19103, 0, 0
0, 0.00000, 8.46146, 4.01583, 5.63649, 2.51067, 8.35878, 0.813952, 0, 0
0, 0.00000, 9.01845, 3.20612, 6.58658, 3.2836, 7.74082, 1.13935, 0, 0
0, 0.00000, 1.9769, 2.42123, 2.7933, 1.7257, 2.98707, 2.77956, 0, 0
0, 0.00000, 1.07841, 3.34406, -0.0385267, 1.77632, 1.87892, 1.59285, 0, 0
0, 0.00000, 0.436634, 2.54496, -1.11962, 2.41638, -0.229985, 1.13377, 0, 0
0, 0.00000, 0.95782, 1.724, 2.24272, 1.37162, 1.90483, 2.65985, 0, 0
0, 0.00000, 4.50988, 3.47706, 4.23253, 1.09146, 6.4382, 2.04059, 0, 0
0, 0.00000, 3.2631, 2.06642, 4.45775, 1.4587, 4.38547, 2.79607, 0, 0
0, 0.00000, 1.53794, 1.94072, 3.42124, 0.85715, 3.41672, 3.02836, 0, 0
0, 0.00000, 3.16198, 1.75329, 3.77901, 1.42177, 3.75702, 2.1214, 0, 0
0, 0.00000, 4.65495, 1.29053, 5.99978, 1.72765, 4.94672, 2.6742, 0, 0
0, 0.00000, 5.51526, 1.64147, 5.24118, 2.35166, 4.76347, 1.76032, 0, 0
0, 0.00000, 5.73596, 1.3594, 5.81323, 2.60576, 4.69487, 2.05144, 0, 0
0, 0.00000, 8.52089, 3.70784, 7.8601, 2.29287, 9.41778, 2.42472, 0, 0
0, 0.00000, 9.78483, 4.64509, 8.54558, 2.45873, 11.0626, 2.47278, 0, 0
0, 0.00000, 12.6776, 5.64658, 12.3924, 3.14324, 14.7047, 4.13848, 0, 0
0, 0.00000, 16.0694, 6.60051, 15.8854, 4.32434, 17.9503, 5.29223, 0, 0
0, 0.00000, 13.3403, 7.55682, 10.0963, 2.81571, 15.8377, 2.35996, 0, 0
0, 0.00000, 17.9302, 7.91417, 11.8748, 5.70931, 16.8397, 1.5596, 0, 0
