hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, V4, VAngle4, I1, IAngle1, I2, IAngle2, I3, IAngle3, I4, IAngle4
0, 0.00000, 240.042, -30.0463, 240.063, -150.034, 240.09, 89.9593, 0, 0, 22.7241, 131.8, 14.5197, 11.7509, 16.1272, -108.128, 7.50191, -37.5366
0, 0.00000, 240.052, -30.0479, 240.054, -150.031, 240.113, 89.9663, 0, 0, 23.6452, 131.837, 14.4665, 11.7252, 11.5062, -108.12, 10.9295, -61.6757
0, 0.00000, 240.045, -30.0477, 240.061, -150.028, 240.116, 89.965, 0, 0, 24.1689, 131.821, 12.8033, 11.7173, 12.0606, -108.095, 11.7192, -51.311
0, 0.00000, 240.058, -30.0463, 240.058, -150.028, 240.122, 89.9692, 0, 0, 22.9861, 131.852, 13.5287, 11.7127, 10.0095, -108.112, 11.5875, -63.3286
0, 0.00000, 240.065, -30.0453, 240.054, -150.032, 240.109, 89.9686, 0, 0, 21.5839, 131.845, 15.6884, 11.7455, 10.9564, -108.158, 9.19525, -74.5254
0, 0.00000, 240.075, -30.0364, 240.09, -150.021, 240.132, 89.973, 0, 0, 18.5717, 131.814, 9.42525, 11.7257, 9.30714, -108.094, 9.18058, -48.8266
0, 0.00000, 240.079, -30.033, 240.103, -150.018, 240.134, 89.9736, 0, 0, 17.1535, 131.8, 7.71449, 11.7405, 9.46711, -108.102, 8.67491, -38.1506
0, 0.00000, 240.078, -30.0331, 240.103, -150.018, 240.134, 89.9735, 0, 0, 17.2695, 131.8, 7.68669, 11.7346, 9.52241, -108.094, 8.7863, -37.8044
0, 0.00000, 240.086, -30.0322, 240.098, -150.021, 240.126, 89.9742, 0, 0, 16.0185, 131.811, 9.54435, 11.7566, 9.62757, -108.138, 6.41767, -47.5443
0, 0.00000, 240.083, -30.0314, 240.104, -150.02, 240.126, 89.9732, 0, 0, 15.9322, 131.799, 8.49817, 11.7508, 10.2522, -108.126, 6.71266, -35.1502
0, 0.00000, 240.002, -30.065, 240.029, -150.024, 240.15, 89.9634, 0, 0, 35.0176, 131.844, 11.6947, 11.6531, 8.8277, -108.12, 24.8405, -53.8542
0, 0.00000, 240.072, -30.0375, 240.084, -150.025, 240.117, 89.97, 0, 0, 18.5374, 131.823, 11.2599, 11.7415, 11.1959, -108.156, 7.29234, -48.5649
0, 0.00000, 240.064, -30.0304, 240.115, -150.026, 240.088, 89.9611, 0, 0, 15.2612, 131.703, 8.94525, 11.799, 17.8204, -108.061, 7.85731, 28.2514
0, 0.00000, 240.013, -30.0267, 240.149, -150.038, 239.994, 89.9297, 0, 0, 13.4177, 131.486, 8.81234, 11.9163, 37.4887, -108.013, 26.5732, 63.4952
0, 0.00000, 240.037, -30.0284, 240.13, -150.036, 240.026, 89.9424, 0, 0, 13.7194, 131.591, 10.3489, 11.8799, 29.7486, -108.062, 17.8837, 62.6973
0, 0.00000, 240.073, -30.0291, 240.107, -150.032, 240.068, 89.9599, 0, 0, 13.2801, 131.735, 12.1978, 11.8231, 19.3669, -108.144, 6.67345, 63.9335
0, 0.00000, 239.998, -30.0456, 240.067, -150.062, 239.951, 89.9232, 0, 0, 19.5174, 131.653, 22.757, 11.9324, 39.3445, -108.152, 18.3392, 80.6999
0, 0.00000, 239.985, -30.042, 240.089, -150.062, 239.931, 89.915, 0, 0, 18.2413, 131.445, 20.7178, 12.0057, 44.6586, -107.999, 25.1242, 77.1012
0, 0.00000, 239.966, -30.0483, 240.089, -150.05, 239.98, 89.9199, 0, 0, 24.0256, 131.489, 15.3483, 11.8647, 39.3312, -107.902, 20.8202, 51.4112
0, 0.00000, 239.9, -30.07, 240.033, -150.069, 239.924, 89.8975, 0, 0, 34.0997, 131.472, 23.7353, 11.8755, 49.0512, -107.84, 21.7067, 48.5023
