hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 0.00000, 2510.63, -30.0186, 2510.25, -150.02, 2510.51, 89.9892, 72.0954, -48.1984, 109.825, -168.211, 40.2299, 71.7835
0, 0.00000, 2510.62, -30.0192, 2510.26, -150.018, 2510.63, 89.9909, 79.6925, -48.1971, 98.8852, -168.213, 26.4637, 71.7883
0, 0.00000, 2510.67, -30.0162, 2510.36, -150.015, 2510.65, 89.9917, 66.753, -48.1978, 84.9735, -168.209, 26.5531, 71.7902
0, 0.00000, 2510.74, -30.0161, 2510.29, -150.019, 2510.57, 89.9923, 58.4331, -48.1951, 105.485, -168.209, 26.4615, 71.7843
0, 0.00000, 2510.69, -30.0162, 2510.34, -150.016, 2510.64, 89.9921, 64.5816, -48.1964, 90.3965, -168.209, 25.1034, 71.7888
0, 0.00000, 2510.71, -30.0151, 2510.38, -150.016, 2510.64, 89.9923, 58.8803, -48.1966, 87.3209, -168.207, 25.737, 71.7888
0, 0.00000, 2510.81, -30.0125, 2510.4, -150.017, 2510.59, 89.9936, 40.4145, -48.1946, 94.1029, -168.204, 24.9198, 71.7851
0, 0.00000, 2510.79, -30.0118, 2510.45, -150.016, 2510.58, 89.9927, 39.3252, -48.1969, 85.7009, -168.202, 31.169, 71.787
0, 0.00000, 2510.84, -30.0125, 2510.37, -150.018, 2510.55, 89.9936, 36.8833, -48.1935, 104.047, -168.204, 26.6405, 71.7822
0, 0.00000, 2510.85, -30.0116, 2510.41, -150.017, 2510.57, 89.994, 33.6213, -48.1936, 96.8993, -168.202, 25.1909, 71.7837
0, 0.00000, 2510.81, -30.0135, 2510.34, -150.019, 2510.55, 89.9932, 42.2254, -48.1936, 105.284, -168.202, 26.9128, 71.7827
0, 0.00000, 2510.85, -30.0143, 2510.26, -150.022, 2510.5, 89.9937, 40.1458, -48.191, 123.121, -168.209, 25.4632, 71.7779
0, 0.00000, 2510.88, -30.0154, 2510.17, -150.025, 2510.42, 89.9933, 39.4225, -48.1893, 143.263, -168.202, 28.5426, 71.7731
0, 0.00000, 2510.53, -30.0253, 2509.99, -150.027, 2510.37, 89.9857, 98.1598, -48.2008, 149.855, -168.214, 51.9112, 71.7784
0, 0.00000, 2510.9, -30.0223, 2509.73, -150.042, 2509.99, 89.9884, 45.237, -48.1884, 237.955, -168.198, 57.5127, 71.7494
0, 0.00000, 2510.33, -30.0384, 2509.54, -150.035, 2510.33, 89.9831, 158.552, -48.1828, 200.625, -168.224, 45.2229, 71.7725
0, 0.00000, 2509.23, -30.0589, 2509.45, -150.034, 2510.18, 89.9568, 303.725, -48.2299, 156.182, -168.25, 149.664, 71.7955
0, 0.00000, 2509.95, -30.0416, 2509.67, -150.033, 2510.2, 89.9719, 191.276, -48.2124, 169.291, -168.227, 101.161, 71.7794
0, 0.00000, 2510.66, -30.0268, 2509.78, -150.035, 2510.22, 89.9872, 87.7658, -48.1915, 198.866, -168.215, 47.8382, 71.7638
