hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 0.00000, 2509.33, -30.0556, 2509.46, -150.039, 2509.95, 89.9551, 274.977, -48.2651, 178.892, -168.314, 172.074, 71.7738
0, 0.00000, 2509.77, -30.0411, 2509.79, -150.035, 2510.01, 89.9641, 193.185, -48.247, 158.739, -168.264, 148.409, 71.7522
0, 0.00000, 2509.94, -30.0362, 2509.92, -150.03, 2510.18, 89.9698, 171.23, -48.2357, 137.787, -168.264, 121.232, 71.764
0, 0.00000, 2509.99, -30.036, 2509.85, -150.034, 2510.04, 89.9688, 160.976, -48.2309, 161.319, -168.259, 131.613, 71.7445
0, 0.00000, 2509.94, -30.0381, 2509.85, -150.028, 2510.28, 89.972, 182.46, -48.2257, 138.129, -168.281, 103.091, 71.7725
0, 0.00000, 2510.08, -30.0318, 2510.01, -150.028, 2510.21, 89.9729, 146.238, -48.2284, 131.724, -168.253, 111.731, 71.7599
0, 0.00000, 2510.13, -30.0311, 2509.98, -150.03, 2510.13, 89.973, 136.557, -48.2237, 144.796, -168.254, 115.524, 71.7517
0, 0.00000, 2510.06, -30.0351, 2509.86, -150.032, 2510.13, 89.9718, 156.383, -48.2207, 156.79, -168.27, 114.824, 71.7534
0, 0.00000, 2510.32, -30.0269, 2510.03, -150.031, 2510.14, 89.9768, 108.941, -48.2127, 149.762, -168.241, 102.675, 71.7423
0, 0.00000, 2510.28, -30.0274, 2510.05, -150.029, 2510.18, 89.9766, 114.618, -48.214, 141.81, -168.246, 101.506, 71.748
0, 0.00000, 2509.8, -30.0294, 2510.19, -150.037, 2509.6, 89.9553, 130.804, -48.3039, 138.822, -168.199, 226.291, 71.7432
0, 0.00000, 2509.91, -30.0417, 2509.65, -150.037, 2510.03, 89.968, 186.718, -48.2244, 183.587, -168.285, 127.136, 71.7486
0, 0.00000, 2509.86, -30.0577, 2508.76, -150.071, 2509.21, 89.9573, 215.243, -48.1844, 365.933, -168.308, 185.512, 71.6418
0, 0.00000, 2509.34, -30.0523, 2509.38, -150.061, 2509.04, 89.9398, 223.47, -48.3052, 265.113, -168.253, 287.77, 71.7015
0, 0.00000, 2507.79, -30.1077, 2507.96, -150.088, 2508.53, 89.9045, 513.83, -48.3402, 398.638, -168.446, 393.593, 71.731
0, 0.00000, 2507.76, -30.0982, 2508.6, -150.061, 2509.25, 89.913, 510.886, -48.3739, 253.836, -168.407, 339.489, 71.8064
0, 0.00000, 2507.6, -30.1141, 2507.91, -150.08, 2508.88, 89.9069, 565.251, -48.3415, 366.061, -168.443, 357.977, 71.7487
0, 0.00000, 2509.33, -30.0656, 2508.6, -150.09, 2508.33, 89.9313, 243.715, -48.2643, 424.896, -168.265, 335.431, 71.5926
0, 0.00000, 2509.32, -30.0639, 2508.78, -150.078, 2508.7, 89.9366, 253.878, -48.2689, 369.834, -168.282, 297.624, 71.6403
0, 0.00000, 2510.13, -30.0576, 2508.41, -150.09, 2508.65, 89.9553, 172.203, -48.1658, 474.983, -168.278, 216.581, 71.5624
0, 0.00000, 2509.92, -30.0623, 2508.28, -150.099, 2508.32, 89.9458, 190.347, -48.2107, 506.007, -168.281, 268.498, 71.5866
0, 0.00000, 2509.62, -30.0578, 2508.99, -150.062, 2509.38, 89.9538, 239.127, -48.2375, 306.841, -168.302, 196.305, 71.6987
0, 0.00000, 2509.67, -30.0649, 2508.64, -150.066, 2509.45, 89.9582, 264.954, -48.1976, 350.553, -168.34, 160.129, 71.6894
0, 0.00000, 2509.15, -30.076, 2508.38, -150.084, 2508.75, 89.9359, 312.25, -48.2492, 410.125, -168.32, 279.802, 71.6293
0, 0.00000, 2508.37, -30.0909, 2508.23, -150.089, 2508.41, 89.9138, 406.614, -48.3161, 407.991, -168.349, 378.575, 71.6608
0, 0.00000, 2508.51, -30.0907, 2508.39, -150.065, 2509.44, 89.9341, 439.437, -48.2732, 313.059, -168.424, 239.308, 71.7581
