hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 0.00000, 2510.35, -30.0179, 2510.57, -150.007, 2510.79, 89.9862, 100.666, -48.2073, 25.6409, -168.228, 45.8322, 71.8256
0, 0.00000, 2510.45, -30.016, 2510.58, -150.007, 2510.8, 89.9885, 86.9513, -48.201, 31.5208, -168.222, 37.3238, 71.8145
0, 0.00000, 2510.53, -30.0145, 2510.6, -150.007, 2510.82, 89.9904, 77.4653, -48.1967, 31.1553, -168.222, 29.4494, 71.8114
0, 0.00000, 2510.55, -30.0122, 2510.66, -150.008, 2510.72, 89.9887, 63.009, -48.207, 32.7002, -168.206, 45.7302, 71.8086
0, 0.00000, 2510.53, -30.0132, 2510.64, -150.007, 2510.77, 89.9893, 70.7774, -48.2034, 28.8963, -168.215, 38.4968, 71.8131
0, 0.00000, 2510.58, -30.0121, 2510.65, -150.007, 2510.78, 89.9906, 63.0975, -48.2011, 29.7998, -168.211, 33.879, 71.8088
0, 0.00000, 2510.64, -30.0095, 2510.7, -150.008, 2510.72, 89.9907, 46.817, -48.2044, 31.9743, -168.203, 39.7569, 71.8047
0, 0.00000, 2510.61, -30.0108, 2510.69, -150.006, 2510.81, 89.9915, 57.5701, -48.199, 24.5486, -168.217, 29.9891, 71.8128
0, 0.00000, 2510.59, -30.01, 2510.72, -150.007, 2510.72, 89.9895, 51.9691, -48.2057, 26.9962, -168.208, 44.6516, 71.8082
0, 0.00000, 2510.62, -30.0099, 2510.72, -150.006, 2510.77, 89.9908, 51.6038, -48.2037, 25.0941, -168.21, 36.5935, 71.8112
0, 0.00000, 2510.6, -30.011, 2510.69, -150.006, 2510.79, 89.991, 58.2929, -48.2009, 25.9078, -168.215, 33.1558, 71.8134
0, 0.00000, 2510.49, -30.0105, 2510.75, -150.009, 2510.6, 89.9848, 55.8557, -48.224, 25.7365, -168.199, 71.9367, 71.8163
0, 0.00000, 2510.46, -30.0102, 2510.78, -150.009, 2510.55, 89.9832, 54.5009, -48.2398, 24.2948, -168.183, 82.5291, 71.8249
0, 0.00000, 2510.29, -30.0211, 2510.41, -150.015, 2510.55, 89.9813, 106.587, -48.2097, 63.2741, -168.226, 74.2094, 71.8168
0, 0.00000, 2510.16, -30.0194, 2510.59, -150.012, 2510.51, 89.9769, 108.1, -48.245, 33.9031, -168.215, 100.505, 71.8486
0, 0.00000, 2509.88, -30.0192, 2510.71, -150.018, 2510.07, 89.9622, 107.352, -48.3227, 36.48, -168.173, 190.672, 71.8765
0, 0.00000, 2510.02, -30.0491, 2509.24, -150.045, 2510.06, 89.9732, 208.51, -48.1175, 243.006, -168.239, 87.8625, 71.6969
0, 0.00000, 2509.86, -30.0445, 2509.73, -150.021, 2510.69, 89.9782, 228.63, -48.1403, 117.185, -168.326, 46.9961, 71.8138
0, 0.00000, 2510.21, -30.0235, 2510.38, -150.015, 2510.56, 89.9801, 121.43, -48.1941, 61.9925, -168.25, 75.7106, 71.8139
0, 0.00000, 2509.72, -30.0397, 2510.12, -150.009, 2510.9, 89.9766, 230.024, -48.1707, 38.6826, -168.349, 54.6905, 71.8773
0, 0.00000, 2509.53, -30.0326, 2510.42, -150.018, 2510.22, 89.9587, 187.577, -48.2237, 40.9497, -168.294, 181.126, 71.8507
0, 0.00000, 2510.23, -30.0184, 2510.57, -150.013, 2510.47, 89.9778, 97.4572, -48.2152, 45.1989, -168.228, 99.0911, 71.8171
0, 0.00000, 2510.02, -30.018, 2510.71, -150.014, 2510.27, 89.9691, 101.498, -48.2634, 29.924, -168.208, 150.925, 71.8417
0, 0.00000, 2510.34, -30.0183, 2510.46, -150.018, 2510.36, 89.9788, 84.7693, -48.2152, 75.2177, -168.208, 98.3329, 71.8
0, 0.00000, 2510.36, -30.0229, 2510.25, -150.021, 2510.41, 89.9814, 102.482, -48.1886, 101.228, -168.218, 75.9411, 71.7839
0, 0.00000, 2510.34, -30.0181, 2510.49, -150.016, 2510.45, 89.9803, 88.0358, -48.2169, 63.1752, -168.205, 88.0972, 71.806
0, 0.00000, 2510.51, -30.0215, 2510.22, -150.019, 2510.54, 89.9872, 92.4961, -48.1699, 103.672, -168.217, 44.2153, 71.7647
0, 0.00000, 2510.49, -30.0172, 2510.45, -150.014, 2510.62, 89.9869, 81.3562, -48.1913, 65.4034, -168.216, 50.176, 71.7924
0, 0.00000, 2510.38, -30.0181, 2510.49, -150.014, 2510.56, 89.9831, 89.9109, -48.2033, 57.8347, -168.221, 69.6125, 71.8069
0, 0.00000, 2510.45, -30.0156, 2510.56, -150.011, 2510.65, 89.986, 79.2661, -48.2049, 44.909, -168.216, 55.9577, 71.8088
0, 0.00000, 2510.43, -30.0215, 2510.22, -150.025, 2510.28, 89.9809, 86.6502, -48.1846, 119.754, -168.19, 85.801, 71.7562
0, 0.00000, 2510.39, -30.0194, 2510.39, -150.018, 2510.44, 89.9818, 88.4215, -48.2048, 81.8247, -168.196, 78.5331, 71.7825
0, 0.00000, 2509.69, -30.0355, 2510.16, -150.023, 2510.23, 89.9641, 187.463, -48.2479, 85.5602, -168.223, 148.759, 71.8475
0, 0.00000, 2509.82, -30.0385, 2509.95, -150.025, 2510.35, 89.9699, 195.226, -48.2059, 111.568, -168.256, 110.476, 71.8142
0, 0.00000, 2509.25, -30.0626, 2509.22, -150.042, 2509.99, 89.9551, 308.167, -48.188, 202.837, -168.302, 159.523, 71.8064
0, 0.00000, 2509.52, -30.0353, 2510.14, -150.037, 2509.54, 89.9481, 169.885, -48.3065, 133.337, -168.133, 254.715, 71.8124
0, 0.00000, 2509.29, -30.044, 2509.94, -150.038, 2509.6, 89.9454, 219.787, -48.2879, 141.484, -168.195, 252.127, 71.8213
0, 0.00000, 2508.42, -30.0737, 2509.49, -150.024, 2510.42, 89.9431, 425.062, -48.2463, 80.0011, -168.337, 184.923, 71.9101
