hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 0.00000, 2510.23, -30.0269, 2510.2, -150.018, 2510.54, 89.9809, 131.87, -48.1824, 88.3338, -168.239, 67.3839, 71.7985
0, 0.00000, 2510.19, -30.0253, 2510.33, -150.014, 2510.62, 89.9808, 131.916, -48.1942, 62.9043, -168.246, 67.7421, 71.8205
0, 0.00000, 2510.33, -30.0216, 2510.38, -150.014, 2510.63, 89.9839, 109.4, -48.1882, 63.0682, -168.237, 57.4297, 71.808
0, 0.00000, 2510.27, -30.0213, 2510.42, -150.015, 2510.52, 89.9805, 107.552, -48.2003, 63.1809, -168.233, 79.1206, 71.8158
0, 0.00000, 2510.32, -30.0199, 2510.46, -150.013, 2510.59, 89.9827, 101.545, -48.1993, 56.0366, -168.229, 67.6424, 71.8127
0, 0.00000, 2510.36, -30.0195, 2510.44, -150.014, 2510.59, 89.9836, 97.0307, -48.1941, 61.3591, -168.228, 64.2049, 71.8076
0, 0.00000, 2510.43, -30.0165, 2510.53, -150.013, 2510.59, 89.9845, 81.8301, -48.1967, 53.5091, -168.225, 64.5638, 71.812
0, 0.00000, 2510.49, -30.0155, 2510.52, -150.013, 2510.58, 89.9859, 73.1161, -48.1998, 58.8367, -168.211, 59.3922, 71.8026
0, 0.00000, 2510.41, -30.0184, 2510.47, -150.012, 2510.63, 89.9852, 91.9744, -48.194, 56.5768, -168.228, 55.7915, 71.8106
0, 0.00000, 2510.44, -30.0157, 2510.55, -150.012, 2510.58, 89.9845, 77.4316, -48.2052, 52.3334, -168.215, 65.8116, 71.8118
0, 0.00000, 2510.41, -30.0168, 2510.51, -150.014, 2510.54, 89.9834, 81.7678, -48.2055, 58.6616, -168.215, 71.232, 71.8099
0, 0.00000, 2510.33, -30.0178, 2510.51, -150.016, 2510.43, 89.9796, 87.0836, -48.209, 61.9184, -168.216, 92.3735, 71.8111
0, 0.00000, 2510.56, -30.0302, 2509.61, -150.046, 2509.83, 89.9789, 91.2166, -48.0659, 245.809, -168.123, 98.3173, 71.6708
0, 0.00000, 2510.21, -30.0273, 2510.04, -150.035, 2509.92, 89.9707, 108.252, -48.1755, 159.461, -168.185, 140.594, 71.7472
0, 0.00000, 2509.74, -30.0355, 2510.05, -150.032, 2509.93, 89.9604, 171.238, -48.2147, 127.663, -168.248, 178.584, 71.8253
0, 0.00000, 2509.71, -30.0327, 2510.13, -150.036, 2509.65, 89.9544, 151.017, -48.2118, 138.85, -168.223, 223.97, 71.7909
0, 0.00000, 2509.49, -30.075, 2508.34, -150.07, 2509.48, 89.956, 316.434, -48.1299, 377.051, -168.203, 153.401, 71.6237
0, 0.00000, 2509.7, -30.0495, 2509.41, -150.046, 2509.8, 89.9606, 220.649, -48.1621, 221.798, -168.241, 159.97, 71.7552
0, 0.00000, 2509.91, -30.039, 2509.86, -150.027, 2510.36, 89.9728, 191.019, -48.1773, 129.59, -168.262, 94.6104, 71.7971
0, 0.00000, 2509.72, -30.0304, 2510.27, -150.03, 2509.83, 89.957, 149.543, -48.2682, 104.978, -168.198, 207.691, 71.8368
0, 0.00000, 2509.24, -30.0504, 2509.85, -150.025, 2510.25, 89.9563, 274.713, -48.229, 97.8181, -168.261, 163.037, 71.852
0, 0.00000, 2509.8, -30.0357, 2510.06, -150.025, 2510.22, 89.9668, 180.804, -48.2281, 105.92, -168.226, 135.4, 71.8249
0, 0.00000, 2509.61, -30.0467, 2509.76, -150.025, 2510.43, 89.968, 243.201, -48.1771, 117.544, -168.295, 103.498, 71.8216
0, 0.00000, 2509.76, -30.0426, 2509.81, -150.028, 2510.3, 89.9686, 212.336, -48.1854, 131.206, -168.277, 112.216, 71.8222
0, 0.00000, 2509.62, -30.0447, 2509.83, -150.026, 2510.32, 89.9657, 230.502, -48.1951, 118.403, -168.284, 122.765, 71.8383
0, 0.00000, 2509.66, -30.0416, 2509.9, -150.028, 2510.2, 89.9642, 211.157, -48.216, 120.665, -168.249, 139.471, 71.8306
0, 0.00000, 2509.86, -30.0435, 2509.64, -150.035, 2510.12, 89.9687, 200.852, -48.1612, 175.116, -168.252, 117.056, 71.7695
0, 0.00000, 2509.74, -30.0318, 2510.2, -150.03, 2509.87, 89.9586, 155.116, -48.2857, 113.217, -168.172, 195.821, 71.8453
0, 0.00000, 2509.97, -30.0324, 2510.11, -150.022, 2510.36, 89.9728, 162.249, -48.206, 98.8655, -168.245, 105.287, 71.8234
0, 0.00000, 2510.08, -30.0303, 2510.16, -150.018, 2510.53, 89.9779, 154.419, -48.182, 84.7572, -168.268, 77.2589, 71.8239
0, 0.00000, 2509.61, -30.0472, 2509.79, -150.02, 2510.62, 89.971, 253.022, -48.1898, 98.3053, -168.294, 81.3689, 71.8316
0, 0.00000, 2509.78, -30.0404, 2509.84, -150.032, 2510.1, 89.9655, 193.804, -48.1947, 145.254, -168.246, 138.745, 71.7997
0, 0.00000, 2509.76, -30.0518, 2509.16, -150.059, 2509.4, 89.9564, 207.546, -48.1335, 291.731, -168.212, 192.492, 71.7013
0, 0.00000, 2509.68, -30.046, 2509.47, -150.054, 2509.33, 89.9517, 189.517, -48.1912, 249.303, -168.184, 227.589, 71.7251
0, 0.00000, 2508.96, -30.0782, 2508.48, -150.077, 2508.92, 89.934, 340.685, -48.1247, 370.476, -168.282, 279.369, 71.7184
0, 0.00000, 2509.38, -30.0697, 2508.6, -150.071, 2509.21, 89.9477, 292.443, -48.0881, 356.961, -168.264, 214.107, 71.6871
0, 0.00000, 2509.12, -30.0535, 2509.5, -150.058, 2509.02, 89.9338, 241.862, -48.2398, 237.825, -168.216, 316.748, 71.7765
0, 0.00000, 2507.93, -30.0951, 2508.84, -150.038, 2510.15, 89.931, 526.655, -48.2101, 158.512, -168.374, 220.868, 71.886
0, 0.00000, 2509.06, -30.0623, 2509.2, -150.059, 2509.22, 89.9374, 287.492, -48.1906, 256.658, -168.251, 277.166, 71.7663
0, 0.00000, 2509.76, -30.0591, 2508.67, -150.082, 2508.77, 89.9478, 208.485, -48.1252, 408.185, -168.126, 246.779, 71.6015
0, 0.00000, 2509.22, -30.0483, 2509.79, -150.043, 2509.52, 89.9432, 237.273, -48.263, 164.144, -168.208, 259.583, 71.8092
0, 0.00000, 2509.01, -30.0626, 2509.23, -150.057, 2509.24, 89.9368, 292.676, -48.2082, 248.58, -168.252, 278.384, 71.7833
0, 0.00000, 2509.16, -30.0511, 2509.66, -150.049, 2509.33, 89.9392, 243.692, -48.2408, 192.545, -168.228, 281.809, 71.7951
0, 0.00000, 2509.32, -30.0567, 2509.39, -150.043, 2509.83, 89.953, 274.294, -48.1543, 198.174, -168.311, 185.586, 71.8013
0, 0.00000, 2509.33, -30.0559, 2509.45, -150.04, 2509.94, 89.9549, 275.361, -48.1627, 181.322, -168.32, 173.127, 71.8259
0, 0.00000, 2509.54, -30.0523, 2509.5, -150.035, 2510.17, 89.9632, 257.531, -48.1547, 169.665, -168.309, 129.005, 71.8087
0, 0.00000, 2509.92, -30.034, 2510.03, -150.028, 2510.17, 89.9686, 163.422, -48.2061, 121.939, -168.241, 131.533, 71.814
0, 0.00000, 2510.12, -30.0285, 2510.17, -150.022, 2510.35, 89.9754, 137.199, -48.1966, 101.799, -168.235, 99.4206, 71.8074
0, 0.00000, 2510.23, -30.0203, 2510.47, -150.016, 2510.44, 89.978, 103.073, -48.224, 60.3977, -168.213, 95.9503, 71.8225
0, 0.00000, 2510.34, -30.0185, 2510.49, -150.013, 2510.55, 89.9823, 93.2272, -48.2072, 55.2324, -168.222, 73.5935, 71.8165
0, 0.00000, 2510.39, -30.0173, 2510.51, -150.014, 2510.54, 89.9829, 85.2729, -48.205, 57.8492, -168.219, 73.0464, 71.8129
0, 0.00000, 2510.4, -30.0166, 2510.54, -150.013, 2510.56, 89.9834, 82.7521, -48.2079, 52.6103, -168.218, 70.7848, 71.8152
0, 0.00000, 2510.34, -30.0187, 2510.48, -150.014, 2510.53, 89.9817, 93.2994, -48.2062, 59.0282, -168.223, 76.8433, 71.8164
0, 0.00000, 2510.37, -30.018, 2510.5, -150.012, 2510.6, 89.9836, 91.4617, -48.1996, 52.5184, -168.232, 66.0982, 71.8217
0, 0.00000, 2510.36, -30.0177, 2510.51, -150.014, 2510.53, 89.9821, 88.0662, -48.2067, 57.0398, -168.221, 76.3931, 71.8149
0, 0.00000, 2510.35, -30.0184, 2510.49, -150.014, 2510.55, 89.9823, 92.2205, -48.2048, 56.5857, -168.224, 73.5054, 71.816
0, 0.00000, 2510.45, -30.0169, 2510.49, -150.014, 2510.56, 89.9846, 80.764, -48.196, 62.361, -168.22, 64.2844, 71.8058
0, 0.00000, 2510.42, -30.0189, 2510.41, -150.015, 2510.56, 89.9846, 89.6207, -48.1861, 70.7402, -168.226, 61.1273, 71.7997
0, 0.00000, 2510.43, -30.0183, 2510.44, -150.014, 2510.58, 89.9849, 87.8139, -48.1886, 65.689, -168.226, 59.5901, 71.8027
0, 0.00000, 2510.37, -30.0201, 2510.42, -150.013, 2510.63, 89.9844, 100.827, -48.1831, 60.9112, -168.245, 57.341, 71.8169
0, 0.00000, 2510.33, -30.0219, 2510.33, -150.018, 2510.45, 89.981, 102.793, -48.1886, 84.6437, -168.226, 78.397, 71.797
0, 0.00000, 2510.29, -30.023, 2510.29, -150.02, 2510.38, 89.979, 106.824, -48.1907, 92.7967, -168.227, 88.882, 71.7991
0, 0.00000, 2510.17, -30.027, 2510.18, -150.024, 2510.28, 89.9753, 125.374, -48.1912, 108.138, -168.231, 104.605, 71.7998
0, 0.00000, 2509.94, -30.0383, 2509.86, -150.027, 2510.32, 89.9727, 184.436, -48.1381, 133.97, -168.297, 98.0842, 71.8081
0, 0.00000, 2509.85, -30.0432, 2509.59, -150.042, 2509.86, 89.964, 189.458, -48.1625, 201.824, -168.245, 150.722, 71.7624
0, 0.00000, 2509.78, -30.0416, 2509.73, -150.038, 2509.91, 89.9627, 190.131, -48.1986, 174.465, -168.227, 158.368, 71.7731
0, 0.00000, 2509.34, -30.0519, 2509.65, -150.034, 2510.04, 89.9556, 264.455, -48.1709, 147.476, -168.325, 172.175, 71.8396
0, 0.00000, 2509.36, -30.0462, 2509.93, -150.026, 2510.19, 89.9572, 248.604, -48.2054, 98.1762, -168.312, 167.444, 71.8511
0, 0.00000, 2509.89, -30.0399, 2509.58, -150.054, 2509.33, 89.9556, 152.367, -48.2, 248.667, -168.128, 217.884, 71.6912
0, 0.00000, 2509.37, -30.0521, 2509.52, -150.046, 2509.62, 89.9498, 245.129, -48.199, 201.355, -168.249, 216.725, 71.7898
0, 0.00000, 2509.25, -30.0531, 2509.45, -150.057, 2509.15, 89.9391, 237.591, -48.2073, 240.75, -168.21, 285.74, 71.7649
0, 0.00000, 2509.36, -30.0584, 2509.22, -150.052, 2509.56, 89.9501, 266.507, -48.1248, 245.16, -168.285, 207.347, 71.7633
0, 0.00000, 2509.31, -30.0674, 2508.73, -150.071, 2509.07, 89.9429, 283.318, -48.1264, 346.099, -168.256, 246.917, 71.7133
0, 0.00000, 2509.31, -30.0497, 2509.65, -150.045, 2509.53, 89.946, 236.383, -48.2018, 187.087, -168.261, 242.853, 71.7972
0, 0.00000, 2509.48, -30.0432, 2509.91, -150.033, 2509.92, 89.9552, 217.876, -48.2112, 130.652, -168.265, 192.367, 71.8175
0, 0.00000, 2509.76, -30.0347, 2510.07, -150.031, 2509.95, 89.9609, 168.04, -48.2306, 124.475, -168.217, 176.643, 71.807
0, 0.00000, 2509.99, -30.0332, 2510.03, -150.026, 2510.24, 89.9714, 159.318, -48.1954, 120.381, -168.239, 115.723, 71.8
0, 0.00000, 2510.04, -30.0417, 2509.52, -150.043, 2509.93, 89.9699, 173.801, -48.1165, 217.055, -168.204, 121.115, 71.7112
0, 0.00000, 2510.25, -30.0318, 2509.85, -150.035, 2510.08, 89.9753, 128.894, -48.1455, 175.053, -168.202, 104.628, 71.7321
0, 0.00000, 2510.02, -30.038, 2509.71, -150.039, 2509.93, 89.9683, 161.722, -48.1539, 190.041, -168.213, 134.901, 71.7367
0, 0.00000, 2509.72, -30.0458, 2509.52, -150.048, 2509.61, 89.9571, 197.798, -48.1526, 222.968, -168.224, 190.56, 71.7393
0, 0.00000, 2509.68, -30.0492, 2509.47, -150.042, 2509.93, 89.9622, 226.097, -48.1383, 201.452, -168.291, 147.812, 71.7838
0, 0.00000, 2509.08, -30.0738, 2508.77, -150.057, 2509.66, 89.948, 346.834, -48.1451, 280.411, -168.322, 189.479, 71.7855
0, 0.00000, 2508.66, -30.0796, 2509, -150.037, 2510.28, 89.9484, 424.361, -48.1738, 172.182, -168.384, 154.155, 71.8659
0, 0.00000, 2509.19, -30.0737, 2508.66, -150.062, 2509.55, 89.949, 334.271, -48.1274, 311.196, -168.315, 188.454, 71.7949
0, 0.00000, 2509.91, -30.0588, 2508.75, -150.065, 2509.49, 89.9632, 227.387, -48.0731, 348.36, -168.255, 143.759, 71.6874
0, 0.00000, 2509.7, -30.0559, 2508.96, -150.067, 2509.16, 89.952, 217.225, -48.136, 333.066, -168.215, 216.575, 71.6987
0, 0.00000, 2510.2, -30.0608, 2508.32, -150.084, 2509.05, 89.9642, 196.668, -48.0247, 459.611, -168.181, 151.735, 71.568
0, 0.00000, 2509.53, -30.0593, 2508.97, -150.064, 2509.25, 89.9497, 245.758, -48.2001, 314.617, -168.209, 218.938, 71.734
0, 0.00000, 2509.54, -30.0571, 2508.95, -150.075, 2508.79, 89.9419, 217.362, -48.2564, 355.643, -168.164, 278.33, 71.7268
0, 0.00000, 2509.35, -30.0581, 2509.33, -150.042, 2509.92, 89.9555, 281.616, -48.1979, 200.795, -168.265, 166.895, 71.7906
0, 0.00000, 2509.39, -30.0524, 2509.45, -150.05, 2509.5, 89.9484, 239.785, -48.2122, 221.217, -168.206, 227.593, 71.7572
0, 0.00000, 2509.49, -30.0581, 2509.13, -150.055, 2509.56, 89.9532, 256.976, -48.149, 264.867, -168.253, 191.988, 71.7369
0, 0.00000, 2509.5, -30.047, 2509.71, -150.037, 2509.89, 89.9564, 228.463, -48.2082, 162.416, -168.265, 181.609, 71.8183
0, 0.00000, 2509.54, -30.0485, 2509.66, -150.033, 2510.11, 89.9613, 241.129, -48.1812, 152.492, -168.295, 146.506, 71.8223
0, 0.00000, 2509.89, -30.0388, 2509.84, -150.031, 2510.17, 89.969, 183.601, -48.1817, 146.122, -168.255, 121.146, 71.7989
0, 0.00000, 2510.04, -30.0391, 2509.73, -150.032, 2510.26, 89.9744, 178.103, -48.1719, 163.205, -168.242, 90.7386, 71.7826
0, 0.00000, 2510.1, -30.0354, 2509.85, -150.029, 2510.3, 89.9759, 162.264, -48.1839, 146.392, -168.229, 87.5495, 71.7907
0, 0.00000, 2510.27, -30.0321, 2509.87, -150.029, 2510.31, 89.9797, 138.102, -48.1757, 154.456, -168.217, 73.4383, 71.7664
0, 0.00000, 2510.2, -30.0247, 2510.32, -150.016, 2510.54, 89.9798, 125.82, -48.2016, 69.8766, -168.234, 76.0495, 71.816
0, 0.00000, 2510.2, -30.0253, 2510.3, -150.017, 2510.53, 89.9797, 127.899, -48.1989, 74.0235, -168.234, 76.2304, 71.8121
0, 0.00000, 2510.16, -30.0259, 2510.3, -150.016, 2510.54, 89.9789, 133.315, -48.2017, 69.872, -168.235, 78.7652, 71.815
0, 0.00000, 2510.16, -30.0259, 2510.3, -150.016, 2510.53, 89.9789, 132.242, -48.2025, 72.2188, -168.231, 79.5679, 71.8133
0, 0.00000, 2510.23, -30.0244, 2510.32, -150.015, 2510.59, 89.9813, 124.297, -48.1948, 68.5985, -168.235, 67.8321, 71.8104
