hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
0, 0.00000, 2.33155, 0.964179, 2.4089, 0.614302, 2.67322, 0.856149, 0, 0
0, 0.00000, 1.90963, 0.762933, 1.75287, 0.567852, 2.00022, 0.529606, 0, 0
0, 0.00000, 1.70953, 0.528939, 1.48483, 0.631014, 1.50881, 0.385397, 0, 0
0, 0.00000, 1.89722, 0.605118, 1.53278, 0.711919, 1.62256, 0.342932, 0, 0
0, 0.00000, 1.91959, 0.687076, 1.446, 0.691275, 1.67923, 0.279041, 0, 0
0, 0.00000, 1.76801, 0.582794, 1.35782, 0.665402, 1.49144, 0.268881, 0, 0
0, 0.00000, 1.80547, 0.669072, 1.29305, 0.648693, 1.56698, 0.215113, 0, 0
0, 0.00000, 1.72101, 0.641468, 1.25767, 0.610631, 1.51611, 0.224784, 0, 0
0, 0.00000, 1.81742, 0.649241, 1.34831, 0.659735, 1.57385, 0.248232, 0, 0
0, 0.00000, 1.81096, 0.618131, 1.36184, 0.673169, 1.5388, 0.25672, 0, 0
0, 0.00000, 2.64783, 0.834978, 2.12567, 1.00233, 2.24193, 0.466496, 0, 0
0, 0.00000, 3.16687, 0.561894, 3.22388, 1.35166, 2.51138, 1.00637, 0, 0
0, 0.00000, 3.06668, 1.29992, 3.26723, 0.764575, 3.63053, 1.20576, 0, 0
0, 0.00000, 3.38195, 1.68486, 3.41349, 0.711403, 4.24077, 1.2251, 0, 0
0, 0.00000, 6.57462, 0.867018, 6.33014, 3.07638, 4.53907, 1.76121, 0, 0
0, 0.00000, 6.15134, 1.18521, 8.22165, 2.13979, 6.35839, 3.45598, 0, 0
0, 0.00000, 7.74211, 0.0814289, 6.96526, 4.35575, 3.65229, 1.54834, 0, 0
0, 0.00000, 6.57196, 0.690572, 5.2137, 3.42953, 3.52139, 0.885141, 0, 0
0, 0.00000, 6.27613, 1.75421, 5.26124, 2.47524, 5.14477, 1.23622, 0, 0
0, 0.00000, 4.6271, 0.443513, 4.11488, 2.355, 2.71573, 0.956364, 0, 0
0, 0.00000, 4.03506, 0.661614, 3.43682, 1.90001, 2.66362, 0.763139, 0, 0
0, 0.00000, 3.64759, 0.604362, 3.42715, 1.6468, 2.63463, 0.93501, 0, 0
0, 0.00000, 4.61282, 1.58448, 4.16882, 1.5574, 4.41445, 1.18643, 0, 0
0, 0.00000, 3.7042, 1.4111, 2.80419, 1.271, 3.37582, 0.561598, 0, 0
0, 0.00000, 4.28204, 1.63898, 3.8493, 1.336, 4.32824, 1.11261, 0, 0
0, 0.00000, 7.04859, 1.8143, 5.3113, 3.00869, 5.1465, 0.907687, 0, 0
0, 0.00000, 4.22292, 0.72193, 4.53156, 1.77163, 3.46802, 1.51447, 0, 0
0, 0.00000, 4.51208, 0.602556, 3.85349, 2.21453, 2.78696, 0.838775, 0, 0
0, 0.00000, 4.044, 0.69916, 3.33602, 1.90214, 2.6484, 0.687919, 0, 0
0, 0.00000, 4.46476, 0.822989, 3.52667, 2.09748, 2.89227, 0.648293, 0, 0
0, 0.00000, 4.61977, 1.24977, 3.71968, 1.88478, 3.62011, 0.788044, 0, 0
0, 0.00000, 4.87589, 1.8443, 4.63606, 1.48261, 5.06932, 1.45559, 0, 0
0, 0.00000, 5.62268, 2.26405, 6.19298, 1.43653, 6.62418, 2.34367, 0, 0
0, 0.00000, 9.6015, 2.00684, 8.42076, 4.16333, 7.14437, 2.06433, 0, 0
0, 0.00000, 12.7399, 2.91794, 10.8413, 5.41282, 9.63181, 2.52394, 0, 0
0, 0.00000, 11.242, 3.12648, 8.69879, 4.58661, 8.70811, 1.65555, 0, 0
0, 0.00000, 9.12053, 1.7763, 6.89794, 4.27478, 5.84691, 1.10257, 0, 0
0, 0.00000, 8.52566, 1.12048, 9.29491, 3.76368, 6.62046, 3.11029, 0, 0
0, 0.00000, 7.51545, 1.37677, 7.63915, 3.1742, 6.02051, 2.38382, 0, 0
0, 0.00000, 7.83982, 1.34932, 8.14556, 3.33268, 6.27473, 2.60716, 0, 0
0, 0.00000, 7.24254, 2.34816, 8.13807, 2.20061, 7.81743, 3.04978, 0, 0
0, 0.00000, 7.25447, 2.23192, 10.927, 1.69105, 9.55594, 5.1413, 0, 0
0, 0.00000, 7.28274, 2.27235, 6.73723, 2.57808, 6.74556, 1.95302, 0, 0
0, 0.00000, 6.98824, 1.91256, 6.90928, 2.56303, 6.38546, 2.16984, 0, 0
0, 0.00000, 8.55486, 2.5525, 7.05028, 3.28409, 7.17005, 1.61589, 0, 0
0, 0.00000, 5.97369, 2.27084, 5.67075, 1.80897, 6.22241, 1.7773, 0, 0
0, 0.00000, 4.70255, 1.54301, 4.32376, 1.62162, 4.44523, 1.25431, 0, 0
0, 0.00000, 3.12452, 1.12401, 3.17667, 0.947778, 3.30321, 1.081, 0, 0
0, 0.00000, 2.69181, 0.650223, 2.26054, 1.13323, 2.05797, 0.518345, 0, 0
