hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 0.00000, 2509.79, -30.0369, 2509.95, -150.033, 2509.97, 89.9628, 174.902, -48.2396, 140.727, -168.235, 163.169, 71.7651
0, 0.00000, 2510.01, -30.0337, 2509.98, -150.028, 2510.2, 89.9715, 157.907, -48.2316, 131.398, -168.233, 115.58, 71.7737
0, 0.00000, 2510.08, -30.0296, 2510.11, -150.026, 2510.23, 89.9728, 138.821, -48.229, 116.47, -168.228, 115.216, 71.775
0, 0.00000, 2510.2, -30.0292, 2510.03, -150.029, 2510.19, 89.9751, 127.973, -48.2258, 137.371, -168.231, 105.708, 71.774
0, 0.00000, 2510.06, -30.0303, 2510.12, -150.024, 2510.3, 89.9736, 145.6, -48.229, 108.959, -168.228, 107.253, 71.7774
0, 0.00000, 2510.21, -30.0254, 2510.22, -150.024, 2510.26, 89.9755, 116.112, -48.2246, 107.876, -168.224, 107.156, 71.7769
0, 0.00000, 2510.39, -30.022, 2510.21, -150.027, 2510.19, 89.9784, 88.1488, -48.2187, 125.43, -168.224, 100.723, 71.7754
0, 0.00000, 2510.35, -30.0248, 2510.11, -150.029, 2510.16, 89.9775, 99.8297, -48.2206, 138.716, -168.226, 101.901, 71.7739
0, 0.00000, 2510.39, -30.0213, 2510.27, -150.024, 2510.28, 89.9797, 89.3239, -48.2184, 110.5, -168.222, 92.0342, 71.7786
0, 0.00000, 2510.35, -30.0214, 2510.29, -150.022, 2510.31, 89.9792, 93.2148, -48.2193, 102.625, -168.221, 93.3933, 71.7794
0, 0.00000, 2510.39, -30.0226, 2510.18, -150.028, 2510.17, 89.9782, 89.5079, -48.219, 131.128, -168.225, 101.628, 71.7746
0, 0.00000, 2510.3, -30.0276, 2509.96, -150.037, 2509.91, 89.973, 102.732, -48.2234, 176.617, -168.233, 129.219, 71.7657
0, 0.00000, 2509.06, -30.054, 2509.66, -150.042, 2509.6, 89.9418, 272.658, -48.2571, 164.443, -168.248, 253.992, 71.7519
0, 0.00000, 2509.13, -30.0414, 2510.06, -150.047, 2509.07, 89.932, 198.928, -48.264, 158.515, -168.237, 343.636, 71.7361
0, 0.00000, 2509.1, -30.0587, 2509.22, -150.068, 2508.78, 89.9308, 252.452, -48.2674, 292.778, -168.265, 332.465, 71.7236
0, 0.00000, 2509.44, -30.0561, 2508.98, -150.082, 2508.43, 89.9332, 204.976, -48.2588, 373.792, -168.273, 337.685, 71.7105
0, 0.00000, 2507.44, -30.0951, 2508.88, -150.065, 2508.76, 89.8959, 501.401, -48.3222, 235.457, -168.282, 448.121, 71.7138
0, 0.00000, 2508.9, -30.0622, 2509.26, -150.063, 2508.91, 89.9283, 285.322, -48.275, 264.154, -168.264, 334.234, 71.7262
0, 0.00000, 2509.5, -30.0442, 2509.65, -150.054, 2509.16, 89.9438, 187.045, -48.2535, 228.833, -168.249, 276.449, 71.7369
0, 0.00000, 2509.56, -30.0377, 2509.86, -150.055, 2508.99, 89.9411, 151.772, -48.2513, 218.277, -168.242, 306.922, 71.737
0, 0.00000, 2509.93, -30.0551, 2508.65, -150.088, 2508.54, 89.9478, 171.564, -48.2438, 439.377, -168.28, 261.827, 71.7171
0, 0.00000, 2509.75, -30.0446, 2509.52, -150.05, 2509.52, 89.9564, 186.695, -48.2445, 232.858, -168.251, 199.498, 71.7492
0, 0.00000, 2509.88, -30.043, 2509.4, -150.061, 2509.13, 89.9529, 155.87, -48.2418, 288.021, -168.254, 233.813, 71.736
0, 0.00000, 2509.62, -30.0486, 2509.34, -150.062, 2509.07, 89.9465, 191.86, -48.2509, 284.719, -168.259, 258.947, 71.7324
0, 0.00000, 2509.34, -30.0637, 2508.78, -150.079, 2508.7, 89.9368, 251.075, -48.2625, 372.634, -168.274, 297.056, 71.7174
0, 0.00000, 2509.52, -30.0471, 2509.42, -150.066, 2508.82, 89.9394, 182.453, -48.2548, 287.994, -168.257, 306.404, 71.7245
0, 0.00000, 2508.86, -30.0682, 2509.18, -150.049, 2509.62, 89.9405, 340.165, -48.2743, 214.241, -168.265, 236.9, 71.748
0, 0.00000, 2509.26, -30.0497, 2509.52, -150.062, 2508.86, 89.934, 211.364, -48.263, 255.854, -168.255, 328.193, 71.7282
0, 0.00000, 2509.34, -30.0518, 2509.54, -150.046, 2509.58, 89.9484, 244.6, -48.258, 199.785, -168.251, 225.388, 71.7489
0, 0.00000, 2509.62, -30.0428, 2509.78, -150.038, 2509.81, 89.9573, 201.585, -48.2471, 166.24, -168.242, 186.779, 71.7585
0, 0.00000, 2508.36, -30.0636, 2509.54, -150.062, 2508.59, 89.9095, 314.239, -48.2931, 217.682, -168.258, 437.759, 71.726
0, 0.00000, 2508.87, -30.0668, 2509.19, -150.053, 2509.41, 89.9368, 325.84, -48.2752, 230.423, -168.265, 265.163, 71.7411
0, 0.00000, 2508.71, -30.0713, 2509.01, -150.065, 2508.98, 89.9268, 335.147, -48.2823, 279.654, -168.272, 324.177, 71.7265
0, 0.00000, 2508.4, -30.0716, 2509.23, -150.06, 2508.96, 89.9185, 356.205, -48.2918, 232.733, -168.267, 366.244, 71.7249
0, 0.00000, 2507.27, -30.0947, 2508.67, -150.101, 2507.27, 89.8671, 448.863, -48.3368, 372.903, -168.294, 648.473, 71.6627
0, 0.00000, 2508.31, -30.0871, 2508.42, -150.09, 2508.22, 89.9079, 388.677, -48.2997, 395.811, -168.296, 421.679, 71.6969
0, 0.00000, 2508.54, -30.0865, 2508.25, -150.096, 2508.15, 89.9125, 367.354, -48.2932, 438.795, -168.302, 402.36, 71.6949
0, 0.00000, 2507.62, -30.1353, 2506.8, -150.112, 2508.35, 89.9039, 619.629, -48.3199, 559.044, -168.35, 358.792, 71.6944
0, 0.00000, 2508.12, -30.0912, 2508.25, -150.103, 2507.71, 89.8957, 395.19, -48.3082, 447.322, -168.304, 495.316, 71.6787
0, 0.00000, 2507.76, -30.0937, 2508.59, -150.081, 2508.34, 89.897, 456.109, -48.3153, 328.763, -168.293, 461.126, 71.7023
0, 0.00000, 2508.92, -30.068, 2508.88, -150.078, 2508.56, 89.9248, 289.993, -48.2777, 343.443, -168.279, 355.18, 71.712
0, 0.00000, 2508.76, -30.0721, 2508.64, -150.097, 2507.84, 89.91, 285.962, -48.2862, 423.84, -168.29, 449.642, 71.6876
0, 0.00000, 2509.22, -30.0711, 2508.51, -150.085, 2508.6, 89.9339, 282.639, -48.2691, 408.842, -168.29, 303.572, 71.7125
0, 0.00000, 2508.87, -30.0673, 2508.97, -150.075, 2508.63, 89.9244, 293.768, -48.2786, 324.404, -168.276, 355.834, 71.7135
0, 0.00000, 2509.22, -30.0641, 2508.83, -150.079, 2508.6, 89.9323, 256.325, -48.2676, 366.693, -168.28, 322.871, 71.7136
0, 0.00000, 2509.41, -30.0602, 2508.92, -150.072, 2508.89, 89.941, 241.316, -48.2596, 342.566, -168.274, 274.855, 71.7242
0, 0.00000, 2509.68, -30.0528, 2509.18, -150.058, 2509.42, 89.9547, 218.072, -48.2479, 281.527, -168.263, 198.341, 71.7436
0, 0.00000, 2509.7, -30.0478, 2509.45, -150.048, 2509.65, 89.9579, 208.274, -48.2444, 228.152, -168.254, 181.259, 71.7524
0, 0.00000, 2510.16, -30.0332, 2509.79, -150.041, 2509.8, 89.9687, 128.71, -48.229, 199.045, -168.24, 145.966, 71.7601
0, 0.00000, 2510.01, -30.036, 2509.82, -150.036, 2509.96, 89.9681, 156.457, -48.2316, 172.815, -168.238, 137.836, 71.7651
0, 0.00000, 2510.27, -30.0243, 2510.17, -150.028, 2510.11, 89.9746, 100.731, -48.2229, 130.046, -168.225, 119.458, 71.7719
0, 0.00000, 2510.3, -30.0219, 2510.28, -150.026, 2510.16, 89.9755, 92.129, -48.2216, 113.489, -168.222, 116.833, 71.7741
0, 0.00000, 2510.2, -30.0231, 2510.3, -150.025, 2510.15, 89.9732, 102.898, -48.2248, 105.707, -168.222, 126.789, 71.7735
0, 0.00000, 2510.31, -30.0212, 2510.31, -150.024, 2510.21, 89.9763, 91.2223, -48.221, 105.524, -168.221, 111.766, 71.7759
0, 0.00000, 2510.11, -30.0257, 2510.26, -150.024, 2510.18, 89.9716, 120.45, -48.2277, 102.178, -168.223, 129.237, 71.7739
0, 0.00000, 2510.15, -30.0275, 2510.13, -150.028, 2510.14, 89.9727, 122.087, -48.2268, 125.792, -168.227, 122.539, 71.7725
0, 0.00000, 2510.28, -30.0229, 2510.22, -150.029, 2510.03, 89.9731, 92.1315, -48.2229, 131.043, -168.224, 131.941, 71.7695
0, 0.00000, 2510.32, -30.0247, 2510.11, -150.031, 2510.07, 89.9751, 97.3853, -48.2218, 144.244, -168.227, 117.464, 71.7707
0, 0.00000, 2510.24, -30.0216, 2510.33, -150.025, 2510.15, 89.9738, 94.8424, -48.2234, 103.446, -168.22, 125.792, 71.7738
0, 0.00000, 2510.23, -30.0221, 2510.33, -150.024, 2510.19, 89.9743, 99.0043, -48.2234, 99.4626, -168.22, 120.998, 71.7752
0, 0.00000, 2510.22, -30.0225, 2510.27, -150.029, 2509.99, 89.9708, 92.8532, -48.2248, 122.909, -168.223, 145.691, 71.7681
