hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 0.00000, 2510.21, -30.0203, 2510.54, -150.01, 2510.64, 89.9807, 112.863, -48.2169, 33.9782, -168.213, 75.3429, 71.8086
0, 0.00000, 2510.29, -30.0196, 2510.52, -150.01, 2510.69, 89.9834, 107.17, -48.2116, 37.3249, -168.216, 60.5981, 71.8069
0, 0.00000, 2510.38, -30.0166, 2510.59, -150.008, 2510.71, 89.9853, 90.6204, -48.2107, 31.8935, -168.213, 55.7983, 71.8079
0, 0.00000, 2510.39, -30.0162, 2510.58, -150.01, 2510.63, 89.9841, 84.8294, -48.2109, 40.4037, -168.212, 65.211, 71.8037
0, 0.00000, 2510.39, -30.0164, 2510.59, -150.009, 2510.69, 89.9852, 88.0852, -48.2103, 34.7001, -168.213, 57.3366, 71.8069
0, 0.00000, 2510.41, -30.0155, 2510.61, -150.009, 2510.7, 89.9857, 83.8315, -48.2099, 32.5268, -168.213, 55.6172, 71.8077
0, 0.00000, 2510.52, -30.0128, 2510.64, -150.01, 2510.65, 89.987, 64.4707, -48.2065, 39.4062, -168.209, 55.6157, 71.8021
0, 0.00000, 2510.49, -30.0125, 2510.68, -150.009, 2510.66, 89.9863, 66.0984, -48.2109, 30.9876, -168.206, 59.1403, 71.806
0, 0.00000, 2510.49, -30.0138, 2510.61, -150.01, 2510.65, 89.9865, 69.9872, -48.2079, 41.312, -168.211, 56.34, 71.8042
0, 0.00000, 2510.49, -30.0134, 2510.65, -150.008, 2510.69, 89.987, 70.7928, -48.2065, 32.2545, -168.214, 52.7221, 71.8071
0, 0.00000, 2510.38, -30.0157, 2510.62, -150.008, 2510.7, 89.9849, 86.6882, -48.2107, 28.454, -168.22, 59.3306, 71.8147
0, 0.00000, 2510.37, -30.0136, 2510.7, -150.01, 2510.55, 89.9815, 73.2385, -48.2178, 30.0855, -168.208, 85.4672, 71.8071
0, 0.00000, 2510.43, -30.0159, 2510.53, -150.014, 2510.5, 89.9831, 75.7784, -48.2094, 60.2104, -168.206, 75.4266, 71.7965
0, 0.00000, 2510.32, -30.0222, 2510.27, -150.023, 2510.29, 89.9783, 97.2267, -48.2075, 105.493, -168.205, 97.3023, 71.7793
0, 0.00000, 2510.15, -30.0227, 2510.35, -150.025, 2510.11, 89.971, 103.606, -48.2193, 98.2771, -168.206, 139.405, 71.7861
0, 0.00000, 2509.7, -30.044, 2509.87, -150.019, 2510.64, 89.973, 235.728, -48.1778, 92.7283, -168.305, 75.7894, 71.8236
0, 0.00000, 2508.81, -30.0524, 2510.05, -150.025, 2510.01, 89.9413, 301.661, -48.2855, 63.4814, -168.237, 243.691, 71.8745
0, 0.00000, 2509.24, -30.0528, 2509.86, -150.015, 2510.73, 89.9646, 304.595, -48.2135, 56.7963, -168.293, 99.6609, 71.8491
0, 0.00000, 2509.96, -30.0311, 2510.21, -150.018, 2510.49, 89.9741, 164.208, -48.2159, 74.3527, -168.24, 96.0785, 71.816
0, 0.00000, 2509.5, -30.0468, 2509.94, -150.013, 2510.8, 89.971, 267.159, -48.1962, 57.0592, -168.281, 74.6888, 71.8374
0, 0.00000, 2509.93, -30.0456, 2509.53, -150.033, 2510.32, 89.9741, 212.359, -48.1884, 177.399, -168.249, 79.5583, 71.7961
0, 0.00000, 2510.17, -30.0289, 2510.09, -150.025, 2510.3, 89.9762, 132.719, -48.2067, 119.145, -168.222, 96.5145, 71.7865
