hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 0.00000, 2509.57, -30.0667, 2508.55, -150.075, 2509.09, 89.9502, 263.261, -48.2263, 386.009, -168.296, 210.213, 71.6628
0, 0.00000, 2509.71, -30.0608, 2508.79, -150.064, 2509.46, 89.9583, 247.032, -48.2206, 332.627, -168.293, 165.858, 71.6892
0, 0.00000, 2509.92, -30.0491, 2509.18, -150.057, 2509.53, 89.9621, 192.268, -48.2247, 287.731, -168.266, 162.992, 71.6987
0, 0.00000, 2509.98, -30.0496, 2509.12, -150.057, 2509.56, 89.9642, 191.442, -48.2153, 297.005, -168.275, 151.016, 71.7001
0, 0.00000, 2509.96, -30.0428, 2509.46, -150.051, 2509.59, 89.9624, 169.181, -48.2335, 248.654, -168.25, 169.745, 71.7121
0, 0.00000, 2510.05, -30.0443, 2509.33, -150.051, 2509.69, 89.9669, 172.344, -48.2184, 262.876, -168.264, 140.87, 71.7134
0, 0.00000, 2510.11, -30.0432, 2509.35, -150.051, 2509.72, 89.9686, 165.534, -48.2103, 261.994, -168.269, 132.924, 71.7179
0, 0.00000, 2509.85, -30.049, 2509.31, -150.048, 2509.81, 89.9648, 208.646, -48.2226, 244.085, -168.285, 139.102, 71.7343
0, 0.00000, 2510.17, -30.0409, 2509.4, -150.05, 2509.71, 89.9694, 152.249, -48.2123, 259.604, -168.262, 133.279, 71.719
0, 0.00000, 2510.2, -30.0385, 2509.49, -150.049, 2509.71, 89.9697, 141.669, -48.2136, 248.6, -168.256, 135.431, 71.7169
0, 0.00000, 2510.25, -30.0489, 2508.89, -150.066, 2509.4, 89.9686, 162.929, -48.1858, 357.755, -168.278, 136.272, 71.6762
0, 0.00000, 2509.94, -30.0555, 2508.91, -150.058, 2509.69, 89.9669, 221.411, -48.2067, 311.898, -168.301, 122.77, 71.7223
0, 0.00000, 2510.07, -30.0751, 2507.69, -150.1, 2508.79, 89.9602, 246.629, -48.1536, 556.2, -168.343, 158.609, 71.615
0, 0.00000, 2509.71, -30.0751, 2507.96, -150.095, 2508.71, 89.9496, 268.197, -48.2038, 504.686, -168.324, 214.743, 71.6348
0, 0.00000, 2509.68, -30.1178, 2505.59, -150.175, 2506.95, 89.9311, 353.137, -48.112, 961.078, -168.414, 304.754, 71.4393
0, 0.00000, 2509.41, -30.1012, 2506.4, -150.174, 2506.25, 89.9087, 282.003, -48.2223, 892.611, -168.313, 469.079, 71.4195
0, 0.00000, 2509.21, -30.1191, 2505.57, -150.202, 2505.58, 89.8972, 333.588, -48.2039, 1045.17, -168.352, 522.783, 71.3734
0, 0.00000, 2509.74, -30.0793, 2507.28, -150.148, 2506.84, 89.9214, 202.798, -48.2203, 749.048, -168.287, 418.406, 71.4974
0, 0.00000, 2510.04, -30.0841, 2506.77, -150.163, 2506.64, 89.9272, 191.711, -48.1868, 851.187, -168.294, 389.599, 71.4336
0, 0.00000, 2510.03, -30.0624, 2508, -150.122, 2507.54, 89.9359, 150.115, -48.2377, 613.907, -168.258, 347.505, 71.5514
0, 0.00000, 2509.67, -30.0705, 2507.77, -150.137, 2506.94, 89.9187, 179.333, -48.2915, 670.916, -168.27, 442.744, 71.5622
0, 0.00000, 2509.73, -30.0592, 2508.55, -150.095, 2508.23, 89.9386, 187.696, -48.2597, 465.762, -168.261, 313.119, 71.6274
0, 0.00000, 2509.79, -30.0678, 2508.14, -150.1, 2508.33, 89.9438, 220.327, -48.2315, 515.576, -168.291, 269.304, 71.6238
0, 0.00000, 2508.84, -30.0877, 2507.88, -150.109, 2507.9, 89.9168, 340.698, -48.2829, 525.631, -168.311, 388.397, 71.6204
0, 0.00000, 2508.5, -30.0872, 2507.94, -150.128, 2506.93, 89.8922, 321.876, -48.3482, 575.604, -168.271, 548.305, 71.5735
0, 0.00000, 2509.32, -30.0806, 2507.7, -150.125, 2507.42, 89.9201, 260.905, -48.2494, 618.801, -168.291, 401.384, 71.5475
0, 0.00000, 2508.92, -30.0763, 2508.19, -150.117, 2507.31, 89.9067, 268, -48.3105, 537.317, -168.264, 479.313, 71.5797
